Customer_ID,Age,Gender,City,State,Customer_Segment,Account_Type,Registration_Date
CUST101374,68,Female,Pune,West Bengal,Mass,Savings,17-12-2020
CUST101375,64,Female,Chennai,Gujarat,Mass,Savings,07-08-2020
CUST101376,67,Male,Kolkata,West Bengal,Mass,Savings,07-12-2024
CUST101377,19,Female,Mumbai,Maharashtra,Mass,Digital,24-06-2020
CUST101378,45,Male,Jaipur,Rajasthan,Premium,Digital,05-01-2025
CUST101379,66,Female,Jaipur,Kerala,Mass,Digital,13-10-2023
CUST101380,67,Male,Nagpur,Kerala,Mass,Savings,13-01-2024
CUST101381,47,Male,Hyderabad,Delhi,Mass,Current,05-09-2021
CUST101382,55,Male,Bengaluru,Uttar Pradesh,Affluent,Savings,03-02-2020
CUST101383,68,Male,Mysuru,Maharashtra,Affluent,Digital,18-09-2021
CUST101384,21,Male,Kochi,Telangana,Affluent,Digital,29-10-2024
CUST101385,18,Female,Nagpur,Maharashtra,Mass,Savings,16-07-2021
CUST101386,25,Female,Chennai,Rajasthan,Mass,Savings,19-01-2021
CUST101387,46,Male,Mysuru,Delhi,Mass,Savings,11-08-2021
CUST101388,56,Male,Ahmedabad,Gujarat,Mass,Current,24-05-2025
CUST101389,20,Female,Kochi,Telangana,Mass,Savings,27-10-2021
CUST101390,49,Male,Noida,Gujarat,Mass,Digital,14-07-2020
CUST101391,27,Male,Kolkata,Rajasthan,Affluent,Savings,01-04-2025
CUST101392,27,Female,Lucknow,Uttar Pradesh,Mass,Digital,27-11-2023
CUST101393,36,Male,Ahmedabad,Tamil Nadu,Affluent,Savings,09-11-2021
CUST101394,63,Male,Kolkata,Maharashtra,Mass,Current,19-06-2025
CUST101395,51,Female,Chennai,Rajasthan,Mass,Current,05-03-2024
CUST101396,50,Female,Pune,Karnataka,Mass,Digital,06-01-2023
CUST101397,40,Male,Nagpur,Telangana,Mass,Savings,06-11-2020
CUST101398,45,Female,Bengaluru,Telangana,Affluent,Digital,08-06-2022
CUST101399,49,Female,Surat,West Bengal,Mass,Digital,21-06-2020
CUST101400,67,Male,Mumbai,Uttar Pradesh,Affluent,Digital,05-09-2025
CUST101401,24,Male,Chennai,Maharashtra,Mass,Savings,19-01-2023
CUST101402,46,Male,Mysuru,Kerala,Affluent,Current,05-01-2020
CUST101403,25,Male,Bengaluru,Rajasthan,Mass,Savings,06-06-2022
CUST101404,18,Male,Lucknow,Tamil Nadu,Premium,Savings,21-04-2025
CUST101405,20,Male,Surat,Telangana,Premium,Savings,26-04-2020
CUST101406,41,Male,Noida,Rajasthan,Premium,Savings,09-08-2020
CUST101407,40,Female,Chennai,Rajasthan,Mass,Savings,09-09-2022
CUST101408,25,Female,Nagpur,West Bengal,Mass,Savings,26-07-2023
CUST101409,64,Female,Noida,West Bengal,Mass,Savings,08-07-2021
CUST101410,54,Female,Bengaluru,Maharashtra,Affluent,Savings,27-06-2022
CUST101411,20,Female,Mumbai,Rajasthan,Mass,Savings,15-12-2024
CUST101412,68,Female,Kochi,Delhi,Affluent,Digital,10-04-2022
CUST101413,50,Male,Jaipur,Tamil Nadu,Mass,Digital,14-08-2021
CUST101414,45,Male,Noida,Gujarat,Mass,Savings,07-06-2024
CUST101415,64,Female,Nagpur,Kerala,Mass,Savings,26-04-2025
CUST101416,25,Male,Hyderabad,Delhi,Affluent,Current,12-05-2024
CUST101417,51,Male,Mysuru,Kerala,Affluent,Savings,18-08-2021
CUST101418,52,Female,Kochi,Tamil Nadu,Mass,Savings,02-10-2021
CUST101419,49,Female,Lucknow,Delhi,Mass,Savings,08-06-2023
CUST101420,41,Female,Surat,Uttar Pradesh,Affluent,Current,25-05-2020
CUST101421,31,Male,Noida,Uttar Pradesh,Mass,Digital,14-02-2023
CUST101422,49,Male,Mumbai,Telangana,Mass,Savings,04-10-2021
CUST101423,63,Female,Mumbai,Delhi,Affluent,Digital,18-07-2023
CUST101424,60,Male,Nagpur,Tamil Nadu,Affluent,Digital,16-01-2023
CUST101425,33,Male,Chennai,Rajasthan,Mass,Current,03-02-2020
CUST101426,21,Male,Chennai,Uttar Pradesh,Mass,Savings,07-11-2023
CUST101427,69,Female,Mumbai,Delhi,Mass,Current,10-06-2024
CUST101428,54,Female,Bengaluru,Tamil Nadu,Mass,Digital,30-11-2022
CUST101429,38,Female,Jaipur,Karnataka,Mass,Digital,27-04-2021
CUST101430,31,Male,Surat,Karnataka,Mass,Digital,07-10-2022
CUST101431,48,Male,Pune,Karnataka,Premium,Savings,20-10-2025
CUST101432,65,Male,Bengaluru,Telangana,Mass,Savings,27-02-2025
CUST101433,35,Female,Ahmedabad,Delhi,Affluent,Savings,07-02-2025
CUST101434,24,Male,Ahmedabad,Kerala,Mass,Savings,14-11-2023
CUST101435,27,Male,Mysuru,Tamil Nadu,Premium,Savings,16-08-2024
CUST101436,24,Female,Ahmedabad,Rajasthan,Affluent,Digital,03-09-2023
CUST101437,50,Male,New Delhi,Tamil Nadu,Mass,Savings,20-09-2025
CUST101438,40,Female,Pune,Karnataka,Mass,Savings,16-02-2021
CUST101439,38,Female,Chennai,Telangana,Mass,Savings,24-02-2024
CUST101440,36,Male,Mysuru,Karnataka,Mass,Savings,17-06-2020
CUST101441,65,Male,Pune,Rajasthan,Mass,Digital,19-06-2021
CUST101442,36,Male,New Delhi,Karnataka,Mass,Digital,23-11-2025
CUST101443,53,Male,Hyderabad,West Bengal,Mass,Digital,27-07-2025
CUST101444,46,Male,Mysuru,Gujarat,Affluent,Digital,22-07-2020
CUST101445,35,Female,Pune,Gujarat,Mass,Savings,27-07-2020
CUST101446,19,Male,Lucknow,Rajasthan,Mass,Savings,14-06-2025
CUST101447,18,Female,Hyderabad,Gujarat,Mass,Digital,21-05-2020
CUST101448,64,Male,Hyderabad,Rajasthan,Affluent,Savings,01-11-2022
CUST101449,22,Male,Ahmedabad,Uttar Pradesh,Mass,Digital,26-01-2025
CUST101450,37,Male,Hyderabad,Rajasthan,Affluent,Savings,04-11-2024
CUST101451,28,Female,Lucknow,Gujarat,Affluent,Current,12-03-2025
CUST101452,59,Male,Pune,Tamil Nadu,Mass,Digital,10-06-2021
CUST101453,19,Female,Ahmedabad,Telangana,Mass,Current,12-12-2023
CUST101454,20,Female,Noida,Uttar Pradesh,Mass,Savings,09-12-2022
CUST101455,40,Female,New Delhi,Tamil Nadu,Affluent,Digital,07-04-2020
CUST101456,29,Female,Jaipur,Karnataka,Affluent,Savings,20-08-2024
CUST101457,37,Male,Jaipur,West Bengal,Premium,Savings,26-09-2023
CUST101458,22,Female,Bengaluru,Telangana,Mass,Savings,19-02-2020
CUST101459,54,Female,Bengaluru,Delhi,Premium,Savings,01-02-2024
CUST101460,55,Other,Jaipur,Rajasthan,Affluent,Savings,01-12-2020
CUST101461,47,Male,New Delhi,Delhi,Mass,Savings,03-08-2022
CUST101462,26,Female,Chennai,Kerala,Mass,Digital,14-01-2025
CUST101463,51,Male,Hyderabad,Gujarat,Affluent,Savings,14-02-2020
CUST101464,61,Male,New Delhi,Uttar Pradesh,Mass,Savings,10-12-2024
CUST101465,52,Female,New Delhi,Gujarat,Affluent,Digital,29-11-2023
CUST101466,69,Female,Kolkata,Karnataka,Premium,Savings,23-03-2022
CUST101467,39,Female,Mumbai,Uttar Pradesh,Mass,Digital,23-09-2025
CUST101468,61,Female,Mysuru,Kerala,Premium,Savings,25-07-2024
CUST101469,41,Male,Kochi,Rajasthan,Mass,Digital,31-10-2024
CUST101470,34,Male,Mumbai,Gujarat,Mass,Savings,07-09-2024
CUST101471,27,Female,Kolkata,Telangana,Affluent,Digital,05-08-2025
CUST101472,47,Male,Noida,Telangana,Mass,Current,12-12-2020
CUST101473,63,Female,Chennai,Karnataka,Mass,Current,03-12-2020
CUST101474,40,Male,Hyderabad,Uttar Pradesh,Affluent,Savings,17-10-2024
CUST101475,49,Male,Bengaluru,Telangana,Mass,Current,15-10-2025
CUST101476,34,Female,Pune,Tamil Nadu,Affluent,Current,24-12-2023
CUST101477,67,Male,Chennai,Karnataka,Affluent,Savings,01-09-2020
CUST101478,68,Female,New Delhi,Kerala,Mass,Digital,21-12-2020
CUST101479,34,Male,Noida,Maharashtra,Premium,Savings,16-05-2025
CUST101480,31,Male,Kolkata,West Bengal,Affluent,Savings,05-04-2021
CUST101481,26,Female,Lucknow,Gujarat,Mass,Savings,21-10-2025
CUST101482,57,Male,Hyderabad,West Bengal,Premium,Savings,25-08-2021
CUST101483,19,Female,Nagpur,Tamil Nadu,Affluent,Savings,12-12-2024
CUST101484,62,Male,Lucknow,Maharashtra,Affluent,Digital,13-08-2024
CUST101485,42,Male,Jaipur,Tamil Nadu,Mass,Current,16-12-2022
CUST101486,56,Female,Pune,Gujarat,Mass,Savings,25-03-2025
CUST101487,26,Female,New Delhi,Maharashtra,Premium,Current,30-05-2023
CUST101488,39,Male,Hyderabad,Kerala,Mass,Digital,10-04-2024
CUST101489,60,Female,New Delhi,Karnataka,Mass,Savings,04-05-2025
CUST101490,63,Female,Noida,Uttar Pradesh,Mass,Digital,03-10-2025
CUST101491,21,Male,Jaipur,Maharashtra,Mass,Digital,22-09-2020
CUST101492,43,Male,Jaipur,Kerala,Mass,Digital,25-12-2023
CUST101493,46,Female,Chennai,Gujarat,Affluent,Current,06-09-2020
CUST101494,62,Male,Mysuru,Rajasthan,Mass,Savings,23-04-2024
CUST101495,51,Male,Kolkata,Tamil Nadu,Mass,Savings,11-01-2022
CUST101496,40,Female,Kochi,Kerala,Mass,Savings,20-12-2022
CUST101497,54,Male,Kochi,West Bengal,Premium,Digital,27-06-2022
CUST101498,28,Female,Jaipur,Karnataka,Affluent,Savings,02-09-2023
CUST101499,23,Female,Chennai,Gujarat,Affluent,Current,21-05-2023
CUST101500,35,Female,Lucknow,Gujarat,Mass,Digital,30-03-2025
CUST101501,38,Female,Mysuru,Maharashtra,Mass,Digital,29-12-2020
CUST101502,59,Male,Pune,Rajasthan,Mass,Savings,27-10-2024
CUST101503,53,Male,Mumbai,Delhi,Mass,Current,25-06-2024
CUST101504,58,Male,Chennai,Gujarat,Mass,Digital,18-10-2023
CUST101505,55,Female,Hyderabad,Karnataka,Mass,Savings,24-01-2023
CUST101506,51,Male,Ahmedabad,Kerala,Affluent,Savings,21-04-2023
CUST101507,34,Male,Nagpur,Tamil Nadu,Mass,Savings,08-01-2025
CUST101508,54,Female,Kochi,Tamil Nadu,Mass,Current,02-11-2023
CUST101509,42,Other,Jaipur,Delhi,Mass,Savings,09-08-2021
CUST101510,55,Male,New Delhi,Rajasthan,Mass,Savings,13-04-2021
CUST101511,29,Male,Hyderabad,Maharashtra,Mass,Savings,11-02-2020
CUST101512,40,Female,Bengaluru,Karnataka,Mass,Savings,13-06-2021
CUST101513,59,Female,Noida,Maharashtra,Premium,Digital,21-02-2025
CUST101514,39,Male,Chennai,Telangana,Premium,Digital,01-09-2021
CUST101515,38,Male,Kochi,Gujarat,Affluent,Digital,04-08-2022
CUST101516,44,Female,Pune,Kerala,Mass,Digital,27-06-2020
CUST101517,48,Female,Noida,Maharashtra,Affluent,Current,01-10-2023
CUST101518,23,Female,Kolkata,West Bengal,Mass,Current,22-06-2021
CUST101519,44,Male,Jaipur,Uttar Pradesh,Mass,Digital,19-04-2020
CUST101520,57,Male,Kochi,Tamil Nadu,Mass,Savings,15-10-2024
CUST101521,51,Female,Jaipur,West Bengal,Mass,Savings,02-08-2024
CUST101522,29,Male,Bengaluru,Gujarat,Affluent,Current,14-12-2025
CUST101523,62,Male,Mumbai,Gujarat,Affluent,Savings,16-07-2024
CUST101524,24,Male,Ahmedabad,Gujarat,Mass,Savings,28-06-2023
CUST101525,27,Male,Noida,Tamil Nadu,Mass,Digital,04-03-2022
CUST101526,62,Female,Bengaluru,Rajasthan,Mass,Digital,03-07-2021
CUST101527,34,Female,Mysuru,Gujarat,Mass,Savings,27-04-2023
CUST101528,43,Female,Kochi,West Bengal,Mass,Savings,02-04-2025
CUST101529,38,Female,Jaipur,Uttar Pradesh,Mass,Savings,30-07-2021
CUST101530,45,Female,Mumbai,Telangana,Mass,Savings,15-09-2021
CUST101531,63,Male,Pune,Gujarat,Affluent,Digital,23-07-2024
CUST101532,19,Male,Jaipur,Tamil Nadu,Mass,Digital,08-05-2021
CUST101533,60,Male,Bengaluru,Rajasthan,Affluent,Savings,31-07-2024
CUST101534,18,Male,Pune,Gujarat,Affluent,Current,31-03-2025
CUST101535,68,Female,Noida,Gujarat,Premium,Savings,31-08-2020
CUST101536,53,Male,Noida,West Bengal,Mass,Savings,08-07-2023
CUST101537,68,Male,Lucknow,Telangana,Mass,Savings,03-12-2023
CUST101538,43,Female,Mumbai,Maharashtra,Affluent,Current,09-08-2024
CUST101539,46,Female,Hyderabad,Uttar Pradesh,Affluent,Savings,17-11-2025
CUST101540,38,Female,Mumbai,Tamil Nadu,Premium,Digital,08-08-2020
CUST101541,28,Female,New Delhi,Kerala,Affluent,Current,04-03-2024
CUST101542,57,Male,Pune,Karnataka,Mass,Digital,01-06-2020
CUST101543,28,Male,Nagpur,Tamil Nadu,Mass,Digital,03-11-2025
CUST101544,53,Female,Mysuru,Rajasthan,Affluent,Savings,21-01-2025
CUST101545,66,Male,Nagpur,Telangana,Mass,Savings,12-07-2023
CUST101546,56,Male,New Delhi,Rajasthan,Affluent,Savings,25-10-2023
CUST101547,57,Male,Ahmedabad,Tamil Nadu,Mass,Savings,09-10-2022
CUST101548,52,Male,Hyderabad,Gujarat,Affluent,Savings,02-06-2022
CUST101549,51,Male,New Delhi,Kerala,Affluent,Digital,14-08-2023
CUST101550,64,Female,Pune,Delhi,Premium,Digital,27-05-2024
CUST101551,41,Female,Chennai,Karnataka,Premium,Current,25-06-2022
CUST101552,39,Female,Pune,Uttar Pradesh,Affluent,Digital,21-04-2024
CUST101553,22,Male,New Delhi,Maharashtra,Mass,Savings,12-03-2025
CUST101554,50,Male,Chennai,Kerala,Mass,Savings,02-07-2022
CUST101555,53,Male,Chennai,Karnataka,Mass,Savings,04-11-2020
CUST101556,64,Male,Pune,Telangana,Affluent,Digital,08-10-2023
CUST101557,37,Male,Chennai,Telangana,Mass,Savings,28-03-2024
CUST101558,36,Male,Surat,Maharashtra,Mass,Savings,30-10-2022
CUST101559,52,Female,Noida,Rajasthan,Premium,Savings,24-06-2024
CUST101560,69,Female,Ahmedabad,Gujarat,Affluent,Digital,18-03-2021
CUST101561,60,Female,Lucknow,West Bengal,Affluent,Savings,13-10-2023
CUST101562,34,Female,Kolkata,Kerala,Mass,Savings,24-05-2023
CUST101563,62,Male,Surat,Uttar Pradesh,Premium,Digital,17-06-2021
CUST101564,60,Male,Hyderabad,Karnataka,Mass,Digital,15-01-2020
CUST101565,51,Male,Surat,West Bengal,Mass,Digital,23-03-2023
CUST101566,26,Male,Mumbai,Maharashtra,Mass,Digital,20-12-2022
CUST101567,43,Male,Chennai,Delhi,Mass,Digital,30-04-2025
CUST101568,19,Male,New Delhi,Gujarat,Mass,Digital,25-01-2024
CUST101569,26,Female,Mumbai,Delhi,Affluent,Current,16-03-2020
CUST101570,26,Female,Mumbai,Rajasthan,Affluent,Savings,24-09-2025
CUST101571,57,Female,Lucknow,West Bengal,Mass,Savings,01-10-2024
CUST101572,34,Male,Ahmedabad,Delhi,Mass,Current,22-06-2025
CUST101573,18,Female,Hyderabad,West Bengal,Premium,Savings,06-05-2023
CUST101574,42,Female,Pune,Karnataka,Mass,Savings,18-03-2024
CUST101575,60,Female,New Delhi,Delhi,Affluent,Digital,30-07-2024
CUST101576,57,Male,Lucknow,West Bengal,Affluent,Savings,05-03-2025
CUST101577,59,Female,Mysuru,Kerala,Affluent,Savings,16-04-2025
CUST101578,42,Female,Mysuru,Tamil Nadu,Mass,Current,16-06-2023
CUST101579,56,Male,Hyderabad,Uttar Pradesh,Mass,Savings,28-06-2020
CUST101580,52,Male,Kochi,Rajasthan,Affluent,Digital,30-07-2020
CUST101581,20,Male,Jaipur,Telangana,Affluent,Digital,03-09-2022
CUST101582,67,Female,New Delhi,Gujarat,Affluent,Savings,21-08-2025
CUST101583,54,Female,Noida,Delhi,Affluent,Savings,18-09-2024
CUST101584,61,Male,Kolkata,Telangana,Affluent,Savings,18-08-2023
CUST101585,61,Male,Surat,Uttar Pradesh,Affluent,Current,28-01-2023
CUST101586,68,Female,Mysuru,Tamil Nadu,Mass,Savings,28-06-2022
CUST101587,47,Male,Surat,West Bengal,Affluent,Current,08-01-2024
CUST101588,55,Male,Mysuru,West Bengal,Mass,Savings,12-10-2025
CUST101589,51,Male,Hyderabad,West Bengal,Mass,Savings,11-11-2023
CUST101590,29,Female,Kochi,Uttar Pradesh,Mass,Savings,27-08-2020
CUST101591,36,Female,New Delhi,Karnataka,Premium,Savings,01-12-2021
CUST101592,54,Male,Surat,Rajasthan,Premium,Savings,02-02-2020
CUST101593,61,Female,Pune,Karnataka,Premium,Digital,01-04-2022
CUST101594,66,Female,Ahmedabad,Maharashtra,Mass,Savings,09-03-2025
CUST101595,34,Male,Nagpur,Kerala,Affluent,Savings,05-05-2023
CUST101596,27,Female,Chennai,Telangana,Mass,Current,29-08-2024
CUST101597,66,Male,Hyderabad,Karnataka,Affluent,Current,24-01-2021
CUST101598,64,Female,Ahmedabad,Tamil Nadu,Mass,Savings,20-11-2024
CUST101599,29,Male,Kochi,Maharashtra,Premium,Savings,25-11-2022
CUST101600,33,Female,Nagpur,West Bengal,Mass,Savings,30-11-2023
CUST101601,41,Male,Kochi,Maharashtra,Affluent,Digital,13-03-2021
CUST101602,36,Female,Surat,Rajasthan,Mass,Digital,12-11-2024
CUST101603,25,Male,Hyderabad,Tamil Nadu,Mass,Current,30-06-2022
CUST101604,48,Female,Pune,Tamil Nadu,Mass,Savings,03-07-2021
CUST101605,38,Male,Hyderabad,Delhi,Mass,Digital,01-04-2022
CUST101606,34,Female,Jaipur,Karnataka,Mass,Savings,25-04-2025
CUST101607,40,Female,Surat,Telangana,Mass,Savings,05-05-2021
CUST101608,54,Male,Ahmedabad,Gujarat,Mass,Savings,16-10-2021
CUST101609,33,Female,Jaipur,Kerala,Mass,Savings,26-04-2021
CUST101610,23,Male,Mysuru,Gujarat,Affluent,Savings,04-03-2024
CUST101611,25,Female,Bengaluru,Telangana,Affluent,Savings,06-08-2020
CUST101612,42,Female,Kolkata,Karnataka,Premium,Current,20-06-2020
CUST101613,35,Male,Hyderabad,Karnataka,Mass,Current,16-08-2023
CUST101614,42,Female,Jaipur,Kerala,Mass,Savings,25-12-2022
CUST101615,29,Male,Noida,Kerala,Mass,Savings,08-11-2020
CUST101616,32,Male,Hyderabad,Gujarat,Mass,Savings,04-12-2022
CUST101617,43,Female,Mumbai,Telangana,Mass,Savings,28-08-2022
CUST101618,58,Female,Lucknow,Karnataka,Mass,Savings,07-05-2020
CUST101619,62,Male,Bengaluru,West Bengal,Affluent,Digital,28-12-2024
CUST101620,43,Male,New Delhi,Rajasthan,Mass,Savings,28-04-2022
CUST101621,64,Female,Kochi,Uttar Pradesh,Mass,Savings,16-12-2024
CUST101622,49,Male,New Delhi,Telangana,Affluent,Current,11-10-2024
CUST101623,27,Female,Pune,Karnataka,Mass,Digital,07-09-2024
CUST101624,33,Female,Chennai,Telangana,Mass,Savings,13-05-2021
CUST101625,24,Male,Lucknow,Rajasthan,Mass,Savings,09-10-2023
CUST101626,34,Male,Lucknow,Kerala,Mass,Savings,01-04-2020
CUST101627,40,Male,Mumbai,Maharashtra,Affluent,Savings,28-04-2025
CUST101628,43,Male,Bengaluru,Telangana,Affluent,Digital,24-09-2023
CUST101629,38,Female,Bengaluru,Maharashtra,Affluent,Digital,30-07-2024
CUST101630,39,Female,Pune,Telangana,Mass,Savings,20-12-2020
CUST101631,24,Female,Surat,Kerala,Premium,Current,19-11-2020
CUST101632,31,Male,Kolkata,Gujarat,Premium,Savings,11-09-2024
CUST101633,32,Male,Pune,Delhi,Mass,Savings,10-01-2020
CUST101634,24,Female,Pune,Delhi,Mass,Savings,17-11-2020
CUST101635,26,Female,Kochi,Gujarat,Premium,Savings,04-07-2020
CUST101636,68,Female,Pune,Delhi,Affluent,Digital,11-02-2022
CUST101637,65,Male,Kochi,Uttar Pradesh,Mass,Digital,31-03-2022
CUST101638,25,Female,Mumbai,Gujarat,Mass,Savings,23-12-2025
CUST101639,67,Male,Lucknow,Maharashtra,Mass,Current,29-03-2022
CUST101640,40,Female,Mysuru,Gujarat,Affluent,Current,11-05-2022
CUST101641,46,Female,Kolkata,Maharashtra,Mass,Digital,09-04-2024
CUST101642,35,Female,Bengaluru,Kerala,Affluent,Current,31-10-2025
CUST101643,48,Male,Pune,Kerala,Affluent,Savings,28-10-2021
CUST101644,47,Female,Mumbai,Delhi,Mass,Digital,12-01-2023
CUST101645,69,Male,Mumbai,Gujarat,Mass,Savings,22-02-2023
CUST101646,56,Female,Pune,Gujarat,Affluent,Digital,29-12-2025
CUST101647,52,Male,Mumbai,Uttar Pradesh,Mass,Savings,26-10-2022
CUST101648,35,Male,Chennai,Telangana,Affluent,Savings,23-12-2022
CUST101649,59,Male,Kochi,Delhi,Mass,Digital,17-04-2025
CUST101650,56,Female,Pune,West Bengal,Affluent,Digital,06-01-2021
CUST101651,34,Female,Nagpur,Gujarat,Mass,Digital,14-03-2022
CUST101652,31,Female,Chennai,West Bengal,Mass,Digital,17-01-2025
CUST101653,48,Female,Mysuru,Karnataka,Premium,Savings,10-02-2022
CUST101654,41,Female,Noida,West Bengal,Affluent,Digital,19-07-2023
CUST101655,52,Male,Lucknow,Rajasthan,Mass,Current,14-07-2020
CUST101656,61,Female,Surat,West Bengal,Premium,Savings,26-12-2024
CUST101657,62,Female,Ahmedabad,Telangana,Mass,Savings,20-11-2022
CUST101658,51,Male,Kochi,Gujarat,Mass,Current,30-01-2024
CUST101659,20,Male,Noida,Uttar Pradesh,Affluent,Digital,14-01-2024
CUST101660,54,Male,New Delhi,Maharashtra,Mass,Current,01-08-2020
CUST101661,60,Male,Lucknow,Tamil Nadu,Affluent,Savings,24-08-2025
CUST101662,57,Male,Pune,Maharashtra,Affluent,Savings,20-04-2020
CUST101663,43,Male,Noida,Kerala,Mass,Current,18-01-2022
CUST101664,40,Female,Lucknow,Maharashtra,Premium,Savings,12-04-2022
CUST101665,61,Male,Bengaluru,Telangana,Mass,Savings,12-05-2020
CUST101666,56,Male,Chennai,Telangana,Affluent,Savings,09-09-2025
CUST101667,32,Female,Ahmedabad,West Bengal,Mass,Digital,29-03-2025
CUST101668,66,Male,Nagpur,Kerala,Affluent,Savings,29-10-2024
CUST101669,21,Male,New Delhi,Uttar Pradesh,Mass,Savings,15-10-2025
CUST101670,46,Female,Surat,Telangana,Mass,Savings,22-02-2025
CUST101671,39,Male,Surat,Karnataka,Mass,Savings,04-05-2022
CUST101672,42,Male,Surat,Gujarat,Mass,Current,12-01-2025
CUST101673,30,Male,Lucknow,Uttar Pradesh,Mass,Savings,10-10-2022
CUST101674,35,Female,Surat,Karnataka,Mass,Digital,03-11-2020
CUST101675,50,Female,Hyderabad,West Bengal,Affluent,Savings,07-12-2021
CUST101676,33,Female,Kochi,Gujarat,Mass,Savings,05-04-2025
CUST101677,62,Other,New Delhi,Kerala,Mass,Current,15-09-2025
CUST101678,59,Female,Kolkata,Telangana,Mass,Savings,30-11-2020
CUST101679,61,Female,Kochi,Maharashtra,Mass,Current,27-05-2023
CUST101680,19,Female,Hyderabad,Rajasthan,Affluent,Savings,10-03-2025
CUST101681,52,Male,Kolkata,Telangana,Premium,Current,29-07-2025
CUST101682,59,Male,Nagpur,West Bengal,Premium,Current,15-05-2025
CUST101683,51,Female,Chennai,Telangana,Premium,Current,22-12-2023
CUST101684,47,Female,Noida,West Bengal,Mass,Digital,16-02-2020
CUST101685,30,Female,Noida,Tamil Nadu,Mass,Savings,09-03-2020
CUST101686,30,Male,Noida,Delhi,Premium,Digital,20-05-2025
CUST101687,35,Female,Nagpur,Telangana,Mass,Savings,13-05-2025
CUST101688,49,Female,Jaipur,Kerala,Mass,Savings,01-09-2020
CUST101689,49,Male,Jaipur,Uttar Pradesh,Affluent,Digital,20-01-2021
CUST101690,52,Female,Kochi,Telangana,Premium,Digital,16-08-2024
CUST101691,56,Female,Bengaluru,Uttar Pradesh,Mass,Digital,03-01-2022
CUST101692,63,Male,Kochi,Karnataka,Affluent,Current,24-02-2022
CUST101693,69,Female,Hyderabad,Maharashtra,Affluent,Savings,25-10-2020
CUST101694,46,Male,Mumbai,Gujarat,Affluent,Digital,18-05-2020
CUST101695,66,Male,Pune,Tamil Nadu,Affluent,Savings,24-02-2024
CUST101696,46,Female,New Delhi,Kerala,Mass,Savings,03-04-2020
CUST101697,61,Male,Noida,West Bengal,Mass,Savings,23-10-2020
CUST101698,33,Male,Lucknow,Rajasthan,Mass,Savings,02-07-2023
CUST101699,61,Male,Noida,Maharashtra,Mass,Current,10-11-2022
CUST101700,64,Male,Jaipur,Telangana,Affluent,Savings,20-04-2020
CUST101701,27,Male,Mumbai,Maharashtra,Affluent,Digital,12-04-2023
CUST101702,47,Male,Jaipur,Rajasthan,Mass,Savings,29-10-2023
CUST101703,42,Female,Chennai,Maharashtra,Mass,Savings,08-02-2021
CUST101704,56,Female,Surat,Gujarat,Premium,Savings,26-03-2023
CUST101705,37,Male,Pune,Delhi,Affluent,Savings,03-10-2023
CUST101706,22,Male,Noida,Karnataka,Affluent,Digital,20-12-2020
CUST101707,18,Male,Pune,Rajasthan,Mass,Savings,03-10-2023
CUST101708,47,Male,Surat,Telangana,Mass,Savings,29-12-2023
CUST101709,66,Female,Jaipur,Gujarat,Mass,Savings,08-03-2022
CUST101710,20,Female,Kolkata,Delhi,Affluent,Savings,31-03-2025
CUST101711,62,Female,Surat,Telangana,Mass,Digital,24-11-2020
CUST101712,31,Male,Mumbai,Telangana,Affluent,Digital,10-11-2022
CUST101713,47,Female,Noida,Tamil Nadu,Affluent,Savings,17-02-2022
CUST101714,67,Male,Mysuru,Delhi,Mass,Savings,30-11-2020
CUST101715,21,Female,Kochi,Kerala,Premium,Savings,16-11-2025
CUST101716,35,Female,Kolkata,Uttar Pradesh,Mass,Current,12-08-2020
CUST101717,54,Female,Pune,Telangana,Mass,Savings,19-05-2025
CUST101718,42,Male,Mumbai,Tamil Nadu,Affluent,Digital,27-07-2022
CUST101719,65,Male,Nagpur,West Bengal,Affluent,Current,23-09-2021
CUST101720,18,Female,Kochi,Maharashtra,Mass,Digital,25-11-2020
CUST101721,63,Male,Lucknow,West Bengal,Affluent,Digital,01-01-2024
CUST101722,32,Male,Nagpur,Maharashtra,Mass,Savings,19-06-2024
CUST101723,26,Female,Lucknow,Uttar Pradesh,Mass,Current,15-10-2021
CUST101724,32,Male,Hyderabad,Telangana,Premium,Savings,25-02-2023
CUST101725,66,Female,Chennai,West Bengal,Mass,Savings,15-11-2024
CUST101726,41,Male,Hyderabad,West Bengal,Premium,Savings,14-08-2022
CUST101727,21,Female,Mumbai,Maharashtra,Mass,Savings,07-11-2021
CUST101728,29,Male,Kolkata,Karnataka,Premium,Digital,15-11-2024
CUST101729,54,Female,Pune,Kerala,Mass,Savings,23-06-2025
CUST101730,54,Male,Chennai,Delhi,Mass,Digital,23-01-2025
CUST101731,60,Female,Noida,Rajasthan,Mass,Savings,17-08-2021
CUST101732,23,Female,Mysuru,Uttar Pradesh,Premium,Savings,28-02-2022
CUST101733,56,Male,Chennai,Rajasthan,Mass,Savings,16-07-2025
CUST101734,63,Male,New Delhi,Telangana,Mass,Digital,04-08-2021
CUST101735,41,Male,Hyderabad,Karnataka,Affluent,Digital,29-03-2025
CUST101736,28,Male,Hyderabad,Karnataka,Mass,Savings,20-09-2021
CUST101737,30,Female,Nagpur,Kerala,Mass,Savings,15-02-2022
