Refund_ID,Transaction_ID,Refund_Date,Refund_Amount,Refund_Reason,Refund_Status
REF101733,TXN10112376,10-01-2023,540.15,Failed Service,Completed
REF101734,TXN10121597,12-03-2024,1378.72,Failed Service,Completed
REF101735,TXN10005320,02-09-2025,201.94,Merchant Cancellation,Completed
REF101736,TXN10063542,15-02-2024,313.5,Merchant Cancellation,Completed
REF101737,TXN10008284,19-08-2025,917.17,Product Return,Completed
REF101738,TXN10198990,17-09-2023,256.98,Failed Service,Completed
REF101739,TXN10037516,08-08-2023,42.94,Customer Request,Completed
REF101740,TXN10034963,22-04-2024,116.16,Product Return,Completed
REF101741,TXN10066283,19-08-2025,671.68,Merchant Cancellation,Completed
REF101742,TXN10143672,16-01-2024,502.07,Failed Service,Completed
REF101743,TXN10168791,30-06-2024,1051.21,Failed Service,Completed
REF101744,TXN10155894,17-04-2025,594.39,Customer Request,Completed
REF101745,TXN10195113,25-01-2025,221.37,Product Return,Completed
REF101746,TXN10174971,05-11-2025,1068.67,Failed Service,Completed
REF101747,TXN10037573,23-09-2024,292.77,Merchant Cancellation,Completed
REF101748,TXN10034111,19-08-2023,298.07,Failed Service,Completed
REF101749,TXN10042279,18-02-2024,1891.5,Merchant Cancellation,Completed
REF101750,TXN10076511,21-03-2024,167.02,Failed Service,Completed
REF101751,TXN10119576,14-04-2023,975.06,Product Return,Completed
REF101752,TXN10005376,08-11-2024,577.84,Customer Request,Completed
REF101753,TXN10081130,14-10-2023,137.75,Duplicate Payment,Completed
REF101754,TXN10084725,07-07-2023,2220.3,Duplicate Payment,Completed
REF101755,TXN10027821,22-06-2024,854.13,Duplicate Payment,Completed
REF101756,TXN10027765,05-08-2023,363.31,Merchant Cancellation,Completed
REF101757,TXN10104319,08-02-2024,589.72,Duplicate Payment,Completed
REF101758,TXN10057587,24-03-2023,845.51,Customer Request,Completed
REF101759,TXN10146947,29-04-2024,940.68,Customer Request,Pending
REF101760,TXN10098836,06-01-2025,334.43,Customer Request,Completed
REF101761,TXN10157820,02-03-2024,823.92,Product Return,Completed
REF101762,TXN10113672,08-06-2023,516.52,Product Return,Completed
REF101763,TXN10193444,29-02-2024,365.52,Merchant Cancellation,Pending
REF101764,TXN10171098,31-05-2023,707.72,Duplicate Payment,Completed
REF101765,TXN10023789,14-08-2025,742.15,Duplicate Payment,Completed
REF101766,TXN10101322,11-04-2023,493.94,Failed Service,Completed
REF101767,TXN10090864,09-04-2023,212.99,Product Return,Completed
REF101768,TXN10151138,05-01-2024,273.48,Merchant Cancellation,Completed
REF101769,TXN10128214,09-02-2025,209.19,Failed Service,Completed
REF101770,TXN10006504,22-07-2025,1503.24,Failed Service,Pending
REF101771,TXN10064821,23-04-2024,555.61,Duplicate Payment,Pending
REF101772,TXN10098590,06-05-2024,600.61,Failed Service,Completed
REF101773,TXN10057293,20-11-2023,844.05,Product Return,Completed
REF101774,TXN10144132,16-10-2025,923.24,Merchant Cancellation,Completed
REF101775,TXN10190443,16-06-2023,717.64,Merchant Cancellation,Completed
REF101776,TXN10122294,05-02-2025,119.68,Product Return,Pending
REF101777,TXN10036366,25-12-2025,1153.92,Duplicate Payment,Completed
REF101778,TXN10029167,16-11-2023,57.86,Merchant Cancellation,Completed
REF101779,TXN10168846,29-08-2024,237.64,Merchant Cancellation,Completed
REF101780,TXN10167267,17-07-2023,922.59,Duplicate Payment,Completed
REF101781,TXN10135008,23-12-2025,527.15,Failed Service,Completed
REF101782,TXN10115593,03-04-2023,165.19,Product Return,Completed
REF101783,TXN10003359,24-10-2023,2951.92,Duplicate Payment,Pending
REF101784,TXN10142927,07-12-2025,609.09,Product Return,Completed
REF101785,TXN10043488,08-06-2024,759.62,Product Return,Completed
REF101786,TXN10055615,24-01-2025,185.96,Product Return,Completed
REF101787,TXN10055234,30-04-2023,3008.16,Customer Request,Completed
REF101788,TXN10196338,13-01-2023,272.86,Failed Service,Completed
REF101789,TXN10141884,13-10-2025,179.88,Duplicate Payment,Completed
REF101790,TXN10090041,14-08-2023,4215.87,Product Return,Completed
REF101791,TXN10189140,07-11-2025,296.13,Customer Request,Completed
REF101792,TXN10008330,01-09-2024,985.21,Customer Request,Completed
REF101793,TXN10193163,17-09-2025,973.31,Customer Request,Completed
REF101794,TXN10083989,26-10-2025,794.45,Product Return,Completed
REF101795,TXN10139474,01-02-2024,133.2,Product Return,Completed
REF101796,TXN10180814,25-04-2024,1332.45,Failed Service,Completed
REF101797,TXN10099919,27-09-2024,158.5,Merchant Cancellation,Pending
REF101798,TXN10103989,16-02-2024,505.29,Failed Service,Completed
REF101799,TXN10149408,21-02-2024,662.17,Product Return,Completed
REF101800,TXN10167823,15-06-2024,233.02,Merchant Cancellation,Completed
REF101801,TXN10093932,16-02-2023,446.19,Customer Request,Completed
REF101802,TXN10048201,15-09-2023,610.92,Customer Request,Completed
REF101803,TXN10099043,18-09-2023,555.82,Failed Service,Completed
REF101804,TXN10077167,09-07-2023,477.44,Failed Service,Completed
REF101805,TXN10081689,23-07-2025,684.51,Merchant Cancellation,Completed
REF101806,TXN10039902,17-05-2025,314.99,Failed Service,Completed
REF101807,TXN10012097,13-06-2025,708.25,Duplicate Payment,Completed
REF101808,TXN10155913,05-12-2023,353.3,Customer Request,Completed
REF101809,TXN10096995,27-04-2025,619.01,Duplicate Payment,Completed
REF101810,TXN10017686,23-06-2024,356.93,Merchant Cancellation,Completed
REF101811,TXN10183214,07-05-2024,384.78,Duplicate Payment,Completed
REF101812,TXN10178193,07-04-2025,240.47,Product Return,Completed
REF101813,TXN10028377,20-09-2023,517.42,Merchant Cancellation,Completed
REF101814,TXN10170725,16-03-2023,323.59,Merchant Cancellation,Completed
REF101815,TXN10096249,10-04-2024,551.76,Failed Service,Completed
REF101816,TXN10192484,18-05-2025,1031.9,Merchant Cancellation,Pending
REF101817,TXN10114604,26-03-2024,374.69,Merchant Cancellation,Completed
REF101818,TXN10028178,03-02-2025,48.52,Duplicate Payment,Completed
REF101819,TXN10001207,21-07-2025,66.25,Merchant Cancellation,Completed
REF101820,TXN10052424,24-08-2024,624.32,Customer Request,Completed
REF101821,TXN10036143,17-01-2024,188.74,Failed Service,Completed
REF101822,TXN10125851,08-09-2024,1431.64,Duplicate Payment,Completed
REF101823,TXN10183097,06-10-2025,294.81,Merchant Cancellation,Completed
REF101824,TXN10087206,31-12-2025,138.28,Product Return,Completed
REF101825,TXN10136081,13-12-2023,223.74,Product Return,Completed
REF101826,TXN10051870,08-12-2025,841.5,Customer Request,Completed
REF101827,TXN10097567,26-07-2024,387.38,Failed Service,Completed
REF101828,TXN10189146,30-07-2025,2030.67,Product Return,Completed
REF101829,TXN10097284,03-03-2023,743.35,Duplicate Payment,Completed
REF101830,TXN10043620,10-06-2025,290.89,Failed Service,Completed
REF101831,TXN10177592,01-11-2025,827.41,Failed Service,Completed
REF101832,TXN10188359,07-03-2023,412.86,Product Return,Completed
REF101833,TXN10024941,24-02-2024,65.06,Customer Request,Completed
REF101834,TXN10077019,26-08-2025,2965.93,Product Return,Completed
REF101835,TXN10169785,15-03-2023,1681.77,Merchant Cancellation,Completed
REF101836,TXN10112721,06-01-2023,857.88,Duplicate Payment,Completed
REF101837,TXN10092407,20-05-2023,546.22,Failed Service,Completed
REF101838,TXN10023980,17-10-2024,1640.3,Duplicate Payment,Completed
REF101839,TXN10079901,10-01-2023,558.84,Customer Request,Completed
REF101840,TXN10073843,04-02-2023,421.38,Merchant Cancellation,Completed
REF101841,TXN10127658,16-06-2023,157.19,Merchant Cancellation,Completed
REF101842,TXN10121357,18-08-2024,593.76,Merchant Cancellation,Completed
REF101843,TXN10186135,12-04-2023,611.3,Product Return,Completed
REF101844,TXN10068220,30-07-2024,629.89,Failed Service,Completed
REF101845,TXN10049350,11-05-2025,826.4,Merchant Cancellation,Completed
REF101846,TXN10178188,05-08-2025,775.46,Duplicate Payment,Completed
REF101847,TXN10030208,04-01-2026,303.94,Failed Service,Completed
REF101848,TXN10104903,02-03-2025,476.56,Failed Service,Completed
REF101849,TXN10094399,26-12-2025,646.26,Failed Service,Completed
REF101850,TXN10041918,26-04-2025,312.51,Customer Request,Completed
REF101851,TXN10137333,05-12-2025,297.37,Product Return,Completed
REF101852,TXN10198927,14-07-2025,2999.43,Duplicate Payment,Completed
REF101853,TXN10118188,05-03-2024,1065.9,Product Return,Completed
REF101854,TXN10049523,19-05-2025,144.77,Duplicate Payment,Completed
REF101855,TXN10138089,22-08-2023,583.89,Customer Request,Completed
REF101856,TXN10157414,20-09-2024,596.35,Customer Request,Completed
REF101857,TXN10080215,10-04-2025,220.44,Failed Service,Completed
REF101858,TXN10140921,13-11-2024,167.02,Product Return,Completed
REF101859,TXN10107997,02-10-2024,195.91,Customer Request,Completed
REF101860,TXN10095430,24-09-2024,251.86,Customer Request,Rejected
REF101861,TXN10014964,08-04-2023,1501.33,Failed Service,Completed
REF101862,TXN10035228,19-06-2025,213.25,Duplicate Payment,Completed
REF101863,TXN10178646,31-08-2024,5499.3,Failed Service,Completed
REF101864,TXN10128541,17-08-2024,1541.4,Failed Service,Completed
REF101865,TXN10115352,10-04-2024,158.83,Merchant Cancellation,Completed
REF101866,TXN10038514,12-06-2025,774.3,Failed Service,Completed
REF101867,TXN10144906,16-03-2024,699.79,Duplicate Payment,Completed
REF101868,TXN10121224,14-08-2025,512.81,Duplicate Payment,Completed
REF101869,TXN10116138,19-03-2023,1283.83,Merchant Cancellation,Completed
REF101870,TXN10071141,24-02-2024,388.95,Customer Request,Completed
REF101871,TXN10107441,16-07-2023,177.22,Merchant Cancellation,Completed
REF101872,TXN10080792,31-10-2023,1136.55,Failed Service,Completed
REF101873,TXN10165015,16-03-2023,482.92,Merchant Cancellation,Completed
REF101874,TXN10139124,29-03-2024,185.35,Merchant Cancellation,Completed
REF101875,TXN10133866,12-10-2024,466.3,Product Return,Pending
REF101876,TXN10075460,27-06-2023,354.52,Merchant Cancellation,Completed
REF101877,TXN10084425,17-05-2025,49.14,Duplicate Payment,Completed
REF101878,TXN10063119,17-02-2025,467.87,Customer Request,Pending
REF101879,TXN10183703,18-09-2024,179.71,Merchant Cancellation,Completed
REF101880,TXN10109025,17-04-2025,260.79,Product Return,Completed
REF101881,TXN10124848,12-03-2023,542.45,Product Return,Completed
REF101882,TXN10138624,06-08-2024,330.46,Customer Request,Completed
REF101883,TXN10038527,03-01-2024,591.89,Duplicate Payment,Rejected
REF101884,TXN10103635,13-09-2025,206.23,Failed Service,Completed
REF101885,TXN10146857,15-08-2023,315.11,Product Return,Completed
REF101886,TXN10065341,23-12-2024,2977.31,Product Return,Completed
REF101887,TXN10177921,01-08-2024,659.62,Product Return,Completed
REF101888,TXN10037980,23-07-2024,144.14,Merchant Cancellation,Completed
REF101889,TXN10193152,27-04-2025,422.76,Failed Service,Completed
REF101890,TXN10003615,17-04-2024,1806.23,Product Return,Completed
REF101891,TXN10113378,10-07-2023,334.35,Merchant Cancellation,Pending
REF101892,TXN10014015,11-12-2025,466.5,Product Return,Completed
REF101893,TXN10173037,04-11-2024,326.46,Failed Service,Completed
REF101894,TXN10070135,02-01-2025,523.29,Failed Service,Completed
REF101895,TXN10101559,28-01-2025,635.33,Product Return,Completed
REF101896,TXN10050121,20-11-2023,1065.98,Customer Request,Completed
REF101897,TXN10013028,26-07-2025,976.44,Customer Request,Completed
REF101898,TXN10194960,13-01-2025,968.27,Customer Request,Pending
REF101899,TXN10153866,13-12-2023,470.1,Product Return,Completed
REF101900,TXN10176121,06-04-2023,409.81,Merchant Cancellation,Completed
REF101901,TXN10112022,06-12-2023,237.77,Merchant Cancellation,Completed
REF101902,TXN10169831,14-06-2025,1143.69,Merchant Cancellation,Completed
REF101903,TXN10163955,07-10-2024,160.95,Failed Service,Completed
REF101904,TXN10048868,23-12-2023,518.64,Failed Service,Completed
REF101905,TXN10044950,27-12-2025,514.88,Product Return,Completed
REF101906,TXN10118257,15-05-2023,413.76,Merchant Cancellation,Completed
REF101907,TXN10077822,14-01-2024,2242.33,Customer Request,Completed
REF101908,TXN10180818,18-07-2023,342.91,Duplicate Payment,Completed
REF101909,TXN10011271,12-08-2023,373.23,Failed Service,Completed
REF101910,TXN10093282,09-10-2023,1111.9,Duplicate Payment,Completed
REF101911,TXN10043013,08-02-2025,1528.93,Duplicate Payment,Completed
REF101912,TXN10131669,02-04-2024,424.58,Duplicate Payment,Rejected
REF101913,TXN10126441,09-09-2024,157.17,Product Return,Completed
REF101914,TXN10119122,03-10-2025,2029.24,Customer Request,Completed
REF101915,TXN10037111,28-10-2024,176.98,Duplicate Payment,Completed
REF101916,TXN10044689,11-04-2025,3604.52,Failed Service,Completed
REF101917,TXN10029744,06-02-2024,341.07,Duplicate Payment,Completed
REF101918,TXN10028703,27-07-2024,240.2,Customer Request,Completed
REF101919,TXN10198635,28-08-2025,31.34,Merchant Cancellation,Completed
REF101920,TXN10176904,27-09-2023,465.52,Duplicate Payment,Completed
REF101921,TXN10043624,04-07-2025,242.13,Duplicate Payment,Completed
REF101922,TXN10179329,23-09-2025,1178.18,Failed Service,Completed
REF101923,TXN10141401,07-11-2024,301.22,Product Return,Completed
REF101924,TXN10131482,07-09-2024,231.43,Failed Service,Completed
REF101925,TXN10108710,23-11-2025,790.04,Failed Service,Completed
REF101926,TXN10035927,12-05-2024,405.62,Merchant Cancellation,Completed
REF101927,TXN10040894,11-11-2025,428.6,Customer Request,Completed
REF101928,TXN10155553,15-12-2025,808.32,Customer Request,Completed
REF101929,TXN10077648,28-10-2025,482.1,Product Return,Completed
REF101930,TXN10175807,03-07-2023,199.81,Duplicate Payment,Completed
REF101931,TXN10085871,20-07-2023,629.08,Duplicate Payment,Completed
REF101932,TXN10133739,15-06-2023,716.01,Merchant Cancellation,Completed
REF101933,TXN10064350,28-11-2023,932.57,Customer Request,Pending
REF101934,TXN10159571,16-07-2025,629.59,Product Return,Completed
REF101935,TXN10034114,20-07-2023,1039.6,Product Return,Rejected
REF101936,TXN10102859,11-08-2023,395.64,Duplicate Payment,Completed
REF101937,TXN10063629,07-10-2023,932.56,Product Return,Pending
REF101938,TXN10003119,02-09-2025,458.48,Duplicate Payment,Completed
REF101939,TXN10163721,21-10-2025,76.85,Duplicate Payment,Rejected
REF101940,TXN10003748,19-02-2025,267.39,Merchant Cancellation,Completed
REF101941,TXN10018940,14-09-2023,627.87,Customer Request,Completed
REF101942,TXN10062894,23-12-2025,471.77,Merchant Cancellation,Completed
REF101943,TXN10129924,01-01-2025,4713.3,Failed Service,Completed
REF101944,TXN10021032,26-10-2025,368.92,Product Return,Completed
REF101945,TXN10152466,18-05-2023,766.44,Merchant Cancellation,Completed
REF101946,TXN10054419,28-12-2024,382.11,Duplicate Payment,Completed
REF101947,TXN10155038,06-03-2025,744.03,Merchant Cancellation,Completed
REF101948,TXN10013382,09-12-2024,229.42,Duplicate Payment,Completed
REF101949,TXN10163810,05-11-2025,372.81,Product Return,Completed
REF101950,TXN10035468,20-07-2024,411.01,Customer Request,Completed
REF101951,TXN10015032,01-09-2025,1072.71,Product Return,Completed
REF101952,TXN10098137,12-11-2024,269.89,Duplicate Payment,Completed
REF101953,TXN10177424,27-01-2025,1846.84,Merchant Cancellation,Completed
REF101954,TXN10192824,13-04-2024,473.12,Duplicate Payment,Completed
REF101955,TXN10025322,28-02-2024,465.38,Failed Service,Completed
REF101956,TXN10196168,11-09-2024,837.51,Customer Request,Completed
REF101957,TXN10159607,29-08-2025,1819.72,Customer Request,Completed
REF101958,TXN10144220,21-05-2025,329.3,Customer Request,Completed
REF101959,TXN10015765,05-09-2025,452.66,Failed Service,Pending
REF101960,TXN10177824,03-03-2025,58.47,Product Return,Rejected
REF101961,TXN10094780,11-02-2025,524.58,Duplicate Payment,Completed
REF101962,TXN10134737,25-10-2023,834.5,Duplicate Payment,Completed
REF101963,TXN10023491,13-03-2025,63.85,Customer Request,Completed
REF101964,TXN10066343,07-01-2025,2153.53,Product Return,Completed
REF101965,TXN10180281,02-08-2025,414.48,Duplicate Payment,Completed
REF101966,TXN10096708,10-05-2025,297.17,Merchant Cancellation,Pending
REF101967,TXN10101675,11-07-2024,359.36,Merchant Cancellation,Completed
REF101968,TXN10102001,23-02-2023,995.9,Duplicate Payment,Completed
REF101969,TXN10179056,06-06-2023,560.35,Failed Service,Completed
REF101970,TXN10094452,29-10-2025,482.26,Merchant Cancellation,Completed
REF101971,TXN10097566,10-09-2023,1251.86,Merchant Cancellation,Completed
REF101972,TXN10043818,19-03-2023,461.96,Merchant Cancellation,Pending
REF101973,TXN10078585,28-03-2023,122.4,Product Return,Completed
REF101974,TXN10074977,25-01-2025,1322.37,Failed Service,Completed
REF101975,TXN10113898,23-05-2023,664.73,Merchant Cancellation,Completed
REF101976,TXN10030119,13-07-2023,451.11,Merchant Cancellation,Completed
REF101977,TXN10120713,01-01-2024,189.47,Merchant Cancellation,Completed
REF101978,TXN10003452,31-12-2025,75.97,Customer Request,Completed
REF101979,TXN10124861,22-07-2024,490.01,Failed Service,Completed
REF101980,TXN10009653,04-10-2023,646.95,Failed Service,Completed
REF101981,TXN10055541,21-12-2023,647.22,Merchant Cancellation,Completed
REF101982,TXN10183275,11-08-2024,825.09,Failed Service,Completed
REF101983,TXN10051568,18-02-2025,239.44,Duplicate Payment,Completed
REF101984,TXN10126377,21-11-2023,1284.31,Customer Request,Completed
REF101985,TXN10019096,12-02-2024,2448.61,Duplicate Payment,Rejected
REF101986,TXN10017505,21-12-2024,196.23,Failed Service,Completed
REF101987,TXN10140792,19-09-2024,955.45,Duplicate Payment,Completed
REF101988,TXN10069974,29-06-2025,225.53,Product Return,Completed
REF101989,TXN10033661,10-07-2024,411.36,Duplicate Payment,Completed
REF101990,TXN10177784,12-05-2024,485.91,Merchant Cancellation,Completed
REF101991,TXN10169766,14-12-2023,415.89,Merchant Cancellation,Completed
REF101992,TXN10139715,04-08-2023,201.08,Customer Request,Completed
REF101993,TXN10159700,09-06-2025,215.74,Product Return,Completed
REF101994,TXN10134198,13-09-2024,300.73,Duplicate Payment,Completed
REF101995,TXN10081660,13-06-2023,3929.34,Duplicate Payment,Completed
REF101996,TXN10032487,24-02-2025,678.58,Customer Request,Completed
REF101997,TXN10014697,22-02-2024,500.85,Duplicate Payment,Completed
REF101998,TXN10178393,20-10-2023,1550.34,Merchant Cancellation,Completed
REF101999,TXN10193165,16-03-2023,98.44,Failed Service,Completed
REF102000,TXN10066322,17-07-2024,379.28,Failed Service,Pending
REF102001,TXN10058372,22-12-2023,131.84,Merchant Cancellation,Completed
REF102002,TXN10177551,27-02-2024,284.85,Customer Request,Completed
REF102003,TXN10180673,19-05-2025,482.33,Duplicate Payment,Completed
REF102004,TXN10026281,15-02-2024,464.8,Customer Request,Completed
REF102005,TXN10175684,01-12-2023,168.26,Product Return,Completed
REF102006,TXN10082182,07-05-2025,530.13,Product Return,Completed
REF102007,TXN10168508,28-04-2025,470.89,Duplicate Payment,Completed
REF102008,TXN10008086,13-11-2025,320.14,Product Return,Completed
REF102009,TXN10047213,03-09-2024,767.66,Failed Service,Completed
REF102010,TXN10045708,26-04-2025,1063.36,Duplicate Payment,Completed
REF102011,TXN10051710,17-04-2024,592.54,Duplicate Payment,Completed
REF102012,TXN10190996,24-05-2024,665.28,Failed Service,Pending
REF102013,TXN10073378,25-01-2024,386.29,Merchant Cancellation,Completed
REF102014,TXN10149684,09-10-2024,267.66,Product Return,Completed
REF102015,TXN10118002,01-12-2024,518.27,Merchant Cancellation,Completed
REF102016,TXN10084039,20-06-2024,275.43,Duplicate Payment,Completed
REF102017,TXN10109041,25-03-2023,221.94,Failed Service,Completed
REF102018,TXN10043855,16-11-2024,277.58,Customer Request,Completed
REF102019,TXN10186857,12-12-2025,428.39,Product Return,Completed
REF102020,TXN10168584,16-08-2025,838.52,Customer Request,Completed
REF102021,TXN10032151,23-10-2025,146.2,Failed Service,Completed
REF102022,TXN10022617,22-10-2023,368.47,Duplicate Payment,Pending
REF102023,TXN10130396,13-11-2025,76.61,Duplicate Payment,Completed
REF102024,TXN10180157,07-10-2024,334.69,Failed Service,Completed
REF102025,TXN10136140,18-10-2024,451.29,Customer Request,Completed
REF102026,TXN10179218,12-07-2024,149.24,Merchant Cancellation,Completed
REF102027,TXN10008740,21-01-2024,760.91,Product Return,Completed
REF102028,TXN10055662,02-04-2023,1299.8,Duplicate Payment,Completed
REF102029,TXN10110474,06-09-2023,181.69,Customer Request,Completed
REF102030,TXN10159734,24-03-2025,581.54,Product Return,Completed
REF102031,TXN10094334,05-07-2025,159.68,Failed Service,Completed
REF102032,TXN10188717,29-04-2023,1146.84,Merchant Cancellation,Rejected
REF102033,TXN10149779,01-01-2026,457.64,Customer Request,Completed
REF102034,TXN10109107,21-07-2024,731.35,Duplicate Payment,Completed
REF102035,TXN10018699,07-09-2023,415.65,Merchant Cancellation,Completed
REF102036,TXN10095576,26-06-2024,656.15,Product Return,Completed
REF102037,TXN10193915,23-11-2025,151.54,Product Return,Completed
REF102038,TXN10120037,31-03-2025,1059.3,Failed Service,Completed
REF102039,TXN10145172,06-12-2023,344.62,Customer Request,Completed
REF102040,TXN10112883,25-06-2025,704.68,Merchant Cancellation,Completed
REF102041,TXN10095379,19-06-2025,204.24,Duplicate Payment,Completed
REF102042,TXN10117911,17-12-2023,331.79,Customer Request,Completed
REF102043,TXN10130261,25-10-2025,465.01,Merchant Cancellation,Completed
REF102044,TXN10166861,11-07-2023,805.48,Product Return,Completed
REF102045,TXN10120499,10-01-2026,174.92,Product Return,Completed
REF102046,TXN10094249,14-02-2023,721.73,Customer Request,Completed
REF102047,TXN10090499,25-04-2024,772.92,Duplicate Payment,Completed
REF102048,TXN10185879,04-10-2024,962.16,Failed Service,Completed
REF102049,TXN10067868,18-11-2023,862.64,Product Return,Pending
REF102050,TXN10058412,08-01-2026,613.76,Customer Request,Completed
REF102051,TXN10006232,06-05-2025,178.61,Product Return,Completed
REF102052,TXN10047587,16-06-2024,892.3,Product Return,Completed
REF102053,TXN10060186,06-09-2024,1043.71,Customer Request,Completed
REF102054,TXN10122523,11-08-2023,452.43,Customer Request,Completed
REF102055,TXN10024753,12-03-2024,382.3,Failed Service,Completed
REF102056,TXN10071129,20-09-2024,502.9,Failed Service,Completed
REF102057,TXN10079070,25-10-2025,275.24,Customer Request,Completed
REF102058,TXN10158068,24-04-2025,306.99,Failed Service,Completed
REF102059,TXN10118299,29-08-2025,62.37,Duplicate Payment,Completed
REF102060,TXN10033922,04-05-2025,451.68,Failed Service,Completed
REF102061,TXN10111134,25-12-2025,100.67,Product Return,Completed
REF102062,TXN10173920,28-03-2023,949.14,Merchant Cancellation,Completed
REF102063,TXN10068333,05-04-2023,1651.59,Product Return,Completed
REF102064,TXN10020764,20-02-2024,343.29,Product Return,Completed
REF102065,TXN10168712,27-12-2023,883.84,Customer Request,Completed
REF102066,TXN10055802,25-02-2024,897.18,Duplicate Payment,Completed
REF102067,TXN10141386,04-02-2023,158.19,Product Return,Completed
REF102068,TXN10126114,21-03-2025,635.21,Merchant Cancellation,Completed
REF102069,TXN10163738,06-09-2025,606.06,Merchant Cancellation,Completed
REF102070,TXN10142763,26-02-2025,115.69,Customer Request,Completed
REF102071,TXN10090052,28-04-2023,330.68,Customer Request,Completed
REF102072,TXN10151664,28-12-2024,1208.79,Duplicate Payment,Completed
REF102073,TXN10000336,18-08-2025,305.93,Merchant Cancellation,Completed
REF102074,TXN10081596,30-12-2024,831.57,Product Return,Completed
REF102075,TXN10153772,20-07-2023,1147.3,Product Return,Completed
REF102076,TXN10177831,09-06-2025,3133.95,Failed Service,Completed
REF102077,TXN10124385,23-10-2023,2046.7,Duplicate Payment,Completed
REF102078,TXN10003034,20-12-2025,303.85,Duplicate Payment,Completed
REF102079,TXN10193968,09-05-2025,222.98,Duplicate Payment,Completed
REF102080,TXN10026054,01-07-2024,1136.61,Merchant Cancellation,Completed
REF102081,TXN10033516,17-05-2023,357.63,Product Return,Completed
REF102082,TXN10178726,19-11-2023,831.14,Merchant Cancellation,Completed
REF102083,TXN10070705,31-12-2024,453.43,Customer Request,Completed
REF102084,TXN10120236,23-10-2025,705.54,Customer Request,Completed
REF102085,TXN10039915,09-04-2023,269.7,Product Return,Completed
REF102086,TXN10131743,11-03-2025,626.52,Merchant Cancellation,Completed
REF102087,TXN10029488,15-03-2025,246.28,Product Return,Completed
REF102088,TXN10151695,11-08-2025,505.14,Failed Service,Rejected
REF102089,TXN10160259,14-02-2025,810.01,Customer Request,Completed
REF102090,TXN10168703,11-02-2024,361.39,Duplicate Payment,Completed
REF102091,TXN10109986,14-01-2025,1728.78,Customer Request,Completed
REF102092,TXN10070812,10-07-2025,839.12,Duplicate Payment,Completed
REF102093,TXN10148696,22-01-2023,221.08,Failed Service,Completed
REF102094,TXN10013724,13-03-2023,1797.5,Failed Service,Completed
REF102095,TXN10103979,20-09-2023,1279.19,Product Return,Completed
REF102096,TXN10147215,03-05-2024,150.32,Customer Request,Completed
REF102097,TXN10042626,27-06-2025,698.78,Merchant Cancellation,Completed
REF102098,TXN10043271,27-11-2024,206.3,Customer Request,Completed
REF102099,TXN10101547,25-09-2023,192.54,Customer Request,Completed
REF102100,TXN10050721,05-11-2025,428.89,Merchant Cancellation,Completed
REF102101,TXN10044309,18-04-2023,712.59,Failed Service,Completed
REF102102,TXN10002414,01-01-2026,92.56,Failed Service,Completed
REF102103,TXN10047785,08-01-2024,745.56,Failed Service,Completed
REF102104,TXN10022945,09-02-2023,1574.73,Merchant Cancellation,Completed
REF102105,TXN10049643,09-09-2023,1089.65,Merchant Cancellation,Completed
REF102106,TXN10005364,24-05-2023,405.78,Merchant Cancellation,Completed
REF102107,TXN10008434,21-12-2024,128.09,Merchant Cancellation,Completed
REF102108,TXN10185164,05-01-2025,475.78,Product Return,Rejected
REF102109,TXN10049248,18-07-2025,675.51,Duplicate Payment,Completed
REF102110,TXN10156705,14-07-2024,1548.76,Customer Request,Completed
REF102111,TXN10042288,03-05-2025,163.58,Duplicate Payment,Completed
REF102112,TXN10163280,20-03-2024,521.62,Duplicate Payment,Completed
REF102113,TXN10000309,03-10-2024,657.18,Customer Request,Completed
REF102114,TXN10028129,03-10-2023,3839.26,Product Return,Completed
REF102115,TXN10061541,19-10-2024,66.13,Customer Request,Completed
REF102116,TXN10151905,03-09-2025,211.12,Duplicate Payment,Completed
REF102117,TXN10100290,23-01-2023,118.9,Product Return,Completed
REF102118,TXN10138067,15-02-2025,422.89,Duplicate Payment,Completed
REF102119,TXN10075924,24-03-2024,944.84,Customer Request,Pending
REF102120,TXN10063848,22-10-2025,2527.67,Customer Request,Completed
REF102121,TXN10116257,26-01-2023,1177.19,Product Return,Completed
REF102122,TXN10040331,25-09-2024,221.05,Duplicate Payment,Completed
REF102123,TXN10036558,01-03-2024,524.23,Duplicate Payment,Completed
REF102124,TXN10161566,18-06-2023,159.19,Merchant Cancellation,Completed
REF102125,TXN10118612,27-09-2023,985.83,Product Return,Completed
REF102126,TXN10004328,25-04-2025,1048.61,Duplicate Payment,Completed
REF102127,TXN10144255,06-10-2023,995.19,Failed Service,Completed
REF102128,TXN10053210,16-05-2025,379.47,Customer Request,Completed
REF102129,TXN10010227,12-08-2023,268.74,Product Return,Completed
REF102130,TXN10104872,07-06-2023,690.2,Product Return,Completed
REF102131,TXN10114027,14-06-2025,340.49,Customer Request,Completed
REF102132,TXN10184498,08-04-2024,957.59,Duplicate Payment,Completed
REF102133,TXN10040657,16-01-2024,221.33,Duplicate Payment,Completed
REF102134,TXN10085427,27-07-2025,329.88,Product Return,Completed
REF102135,TXN10052202,05-07-2023,144.36,Failed Service,Completed
REF102136,TXN10121378,11-11-2023,806.27,Duplicate Payment,Completed
REF102137,TXN10180250,14-11-2024,244.81,Merchant Cancellation,Completed
