Merchant_ID,Merchant_Category,City,State
MER100625,E-commerce,Bengaluru,Rajasthan
MER100626,Utilities,Jaipur,Tamil Nadu
MER100627,Utilities,Kolkata,Uttar Pradesh
MER100628,Retail,Nagpur,Telangana
MER100629,Utilities,Bengaluru,Uttar Pradesh
MER100630,Fuel,Kochi,Gujarat
MER100631,Education,Surat,West Bengal
MER100632,Education,Surat,Uttar Pradesh
MER100633,Travel,New Delhi,Karnataka
MER100634,Travel,Jaipur,Maharashtra
MER100635,Travel,Bengaluru,Telangana
MER100636,Utilities,Nagpur,Gujarat
MER100637,Grocery,Surat,Maharashtra
MER100638,Fuel,Hyderabad,Kerala
MER100639,Education,Pune,West Bengal
MER100640,Utilities,Surat,Karnataka
MER100641,Food & Dining,Mysuru,Gujarat
MER100642,Fuel,Chennai,Telangana
MER100643,Travel,Hyderabad,Telangana
MER100644,Grocery,Kochi,West Bengal
MER100645,Retail,Surat,Rajasthan
MER100646,Retail,Kochi,Delhi
MER100647,E-commerce,Jaipur,Maharashtra
MER100648,Utilities,Noida,Telangana
MER100649,E-commerce,Nagpur,Telangana
MER100650,Education,Bengaluru,Kerala
MER100651,Grocery,Jaipur,West Bengal
MER100652,Retail,Kochi,Karnataka
MER100653,Utilities,Jaipur,Telangana
MER100654,Entertainment,Chennai,Delhi
MER100655,Travel,Kochi,West Bengal
MER100656,Healthcare,New Delhi,Tamil Nadu
MER100657,Retail,Chennai,Uttar Pradesh
MER100658,Retail,Kochi,Rajasthan
MER100659,Fuel,Nagpur,Tamil Nadu
MER100660,Grocery,Surat,Delhi
MER100661,E-commerce,Kochi,Kerala
MER100662,Fuel,Chennai,Maharashtra
MER100663,Utilities,Jaipur,Kerala
MER100664,Utilities,Mumbai,Maharashtra
MER100665,Education,Kolkata,Gujarat
MER100666,Utilities,Chennai,Delhi
MER100667,Healthcare,Hyderabad,West Bengal
MER100668,Grocery,Kolkata,Uttar Pradesh
MER100669,Healthcare,Jaipur,Rajasthan
MER100670,Food & Dining,Pune,Kerala
MER100671,Fuel,Jaipur,West Bengal
MER100672,Fuel,Mysuru,Rajasthan
MER100673,Grocery,Noida,Rajasthan
MER100674,Food & Dining,Kochi,Karnataka
MER100675,Fuel,Nagpur,Gujarat
MER100676,Grocery,Mumbai,Telangana
MER100677,Education,Mysuru,Karnataka
MER100678,Retail,Jaipur,Uttar Pradesh
MER100679,Healthcare,Kochi,Kerala
MER100680,Utilities,Lucknow,Karnataka
MER100681,Retail,Ahmedabad,Telangana
MER100682,Utilities,Jaipur,Maharashtra
MER100683,Utilities,Lucknow,Karnataka
MER100684,Grocery,Pune,Rajasthan
MER100685,Entertainment,Pune,Telangana
MER100686,Grocery,Kolkata,Karnataka
MER100687,Travel,Nagpur,Rajasthan
MER100688,Travel,Hyderabad,Maharashtra
MER100689,E-commerce,Lucknow,Tamil Nadu
MER100690,Healthcare,Surat,Kerala
MER100691,Fuel,New Delhi,Karnataka
MER100692,Travel,Nagpur,Tamil Nadu
MER100693,Entertainment,Nagpur,Telangana
MER100694,Food & Dining,Hyderabad,Kerala
MER100695,Travel,Ahmedabad,Telangana
MER100696,Travel,Lucknow,Telangana
MER100697,Food & Dining,Nagpur,Kerala
MER100698,Food & Dining,Pune,Kerala
MER100699,Entertainment,Mysuru,Maharashtra
MER100700,Entertainment,Surat,Maharashtra
MER100701,Fuel,Mumbai,Kerala
MER100702,Education,Mumbai,Tamil Nadu
MER100703,Food & Dining,Mumbai,Karnataka
MER100704,Grocery,Bengaluru,Uttar Pradesh
MER100705,Travel,Surat,Uttar Pradesh
MER100706,Grocery,Surat,Karnataka
MER100707,Fuel,New Delhi,Tamil Nadu
MER100708,Education,Ahmedabad,Karnataka
MER100709,Retail,Hyderabad,Rajasthan
MER100710,E-commerce,Surat,Maharashtra
MER100711,E-commerce,Ahmedabad,Gujarat
MER100712,Education,Pune,Maharashtra
MER100713,Healthcare,Lucknow,West Bengal
MER100714,E-commerce,New Delhi,West Bengal
MER100715,Fuel,Bengaluru,Karnataka
MER100716,Utilities,Mumbai,Rajasthan
MER100717,Healthcare,Kolkata,West Bengal
MER100718,Healthcare,Jaipur,Rajasthan
MER100719,Fuel,Hyderabad,Delhi
MER100720,Entertainment,Mumbai,Rajasthan
MER100721,Food & Dining,Mysuru,Delhi
MER100722,Travel,Nagpur,Maharashtra
MER100723,Travel,Lucknow,Gujarat
MER100724,Food & Dining,Noida,Karnataka
MER100725,Grocery,Chennai,Tamil Nadu
MER100726,Fuel,Bengaluru,Kerala
MER100727,Grocery,Mumbai,Tamil Nadu
MER100728,Entertainment,Ahmedabad,Uttar Pradesh
MER100729,E-commerce,Hyderabad,Rajasthan
MER100730,Healthcare,New Delhi,Delhi
MER100731,Healthcare,Bengaluru,Maharashtra
MER100732,Travel,Hyderabad,Kerala
MER100733,Utilities,Ahmedabad,Kerala
MER100734,Healthcare,Kolkata,Telangana
MER100735,Fuel,Bengaluru,Maharashtra
MER100736,Healthcare,New Delhi,Rajasthan
MER100737,Food & Dining,Nagpur,Tamil Nadu
MER100738,E-commerce,Mysuru,Uttar Pradesh
MER100739,E-commerce,Jaipur,Delhi
MER100740,Food & Dining,Mumbai,Rajasthan
MER100741,Utilities,Jaipur,Rajasthan
MER100742,E-commerce,Lucknow,Maharashtra
MER100743,Education,Kolkata,Kerala
MER100744,Fuel,Noida,Karnataka
MER100745,Utilities,Hyderabad,Karnataka
MER100746,Entertainment,Kochi,West Bengal
MER100747,Healthcare,Noida,Tamil Nadu
MER100748,Healthcare,New Delhi,Telangana
MER100749,Travel,Chennai,Gujarat
MER100750,Fuel,Noida,Gujarat
MER100751,Travel,Noida,Telangana
MER100752,E-commerce,Nagpur,Delhi
MER100753,Grocery,Noida,Telangana
MER100754,Entertainment,Mumbai,West Bengal
MER100755,Fuel,Chennai,West Bengal
MER100756,Fuel,New Delhi,Uttar Pradesh
MER100757,Food & Dining,Chennai,Tamil Nadu
MER100758,Healthcare,Nagpur,Uttar Pradesh
MER100759,Utilities,New Delhi,Delhi
MER100760,Fuel,Nagpur,Delhi
MER100761,Entertainment,Surat,Telangana
MER100762,Travel,New Delhi,Gujarat
MER100763,Fuel,Chennai,Karnataka
MER100764,Travel,Nagpur,West Bengal
MER100765,Grocery,Kochi,Gujarat
MER100766,Food & Dining,Lucknow,Uttar Pradesh
MER100767,Education,Jaipur,Gujarat
MER100768,Education,Chennai,Kerala
MER100769,Entertainment,Surat,Gujarat
MER100770,Entertainment,Bengaluru,Maharashtra
MER100771,Utilities,Kochi,Tamil Nadu
MER100772,E-commerce,Mumbai,Rajasthan
MER100773,Grocery,Kochi,Uttar Pradesh
MER100774,Travel,Mysuru,Karnataka
MER100775,Healthcare,Noida,Maharashtra
MER100776,Retail,Kochi,Uttar Pradesh
MER100777,Utilities,Hyderabad,Delhi
MER100778,Fuel,Kolkata,Delhi
MER100779,Entertainment,Pune,Rajasthan
MER100780,Retail,Mysuru,Rajasthan
MER100781,Education,Kochi,Uttar Pradesh
MER100782,Travel,Mumbai,Gujarat
MER100783,Entertainment,Hyderabad,Kerala
MER100784,E-commerce,Kochi,Uttar Pradesh
MER100785,Healthcare,Nagpur,Delhi
MER100786,Grocery,Noida,Delhi
MER100787,Food & Dining,Ahmedabad,Uttar Pradesh
MER100788,Travel,Jaipur,Maharashtra
MER100789,Retail,Jaipur,Maharashtra
MER100790,Entertainment,Ahmedabad,Kerala
MER100791,E-commerce,Bengaluru,Gujarat
MER100792,Utilities,Noida,Karnataka
MER100793,Entertainment,Nagpur,Tamil Nadu
MER100794,Education,Kochi,Telangana
MER100795,Food & Dining,Bengaluru,Karnataka
MER100796,Utilities,Bengaluru,Maharashtra
MER100797,Healthcare,Lucknow,Delhi
MER100798,Fuel,Kochi,Telangana
MER100799,Education,Noida,Maharashtra
MER100800,E-commerce,Surat,Gujarat
MER100801,Education,Pune,Rajasthan
MER100802,Travel,Mysuru,Uttar Pradesh
MER100803,Education,Mysuru,Uttar Pradesh
MER100804,Fuel,Kolkata,West Bengal
MER100805,Fuel,Mysuru,West Bengal
MER100806,Utilities,Surat,Gujarat
MER100807,Utilities,Chennai,West Bengal
MER100808,Entertainment,Mumbai,Karnataka
MER100809,Healthcare,Kochi,Rajasthan
MER100810,Food & Dining,New Delhi,Karnataka
MER100811,E-commerce,Noida,Gujarat
MER100812,Fuel,Surat,Maharashtra
MER100813,Travel,Mumbai,Maharashtra
MER100814,Grocery,Bengaluru,West Bengal
MER100815,E-commerce,Lucknow,Kerala
MER100816,Fuel,Noida,Uttar Pradesh
MER100817,Grocery,Lucknow,Maharashtra
MER100818,Education,Jaipur,Tamil Nadu
MER100819,Grocery,Surat,Maharashtra
MER100820,Grocery,Surat,West Bengal
MER100821,Fuel,Noida,Telangana
MER100822,Utilities,Mysuru,Karnataka
MER100823,E-commerce,Bengaluru,Rajasthan
MER100824,Healthcare,Kochi,Tamil Nadu
MER100825,Retail,Kochi,Telangana
MER100826,E-commerce,Kolkata,Gujarat
MER100827,Fuel,Hyderabad,Delhi
MER100828,Education,Ahmedabad,Rajasthan
MER100829,Travel,Nagpur,West Bengal
MER100830,Travel,Kochi,West Bengal
MER100831,Education,Jaipur,Karnataka
MER100832,Travel,Mumbai,Delhi
MER100833,Travel,Chennai,Maharashtra
MER100834,Fuel,Chennai,Tamil Nadu
MER100835,E-commerce,Lucknow,West Bengal
MER100836,E-commerce,Mysuru,Delhi
MER100837,Fuel,Chennai,Uttar Pradesh
MER100838,Healthcare,Chennai,Rajasthan
MER100839,Utilities,Kolkata,Delhi
MER100840,Healthcare,Kochi,Rajasthan
MER100841,Entertainment,Bengaluru,Maharashtra
MER100842,Food & Dining,Mysuru,Gujarat
MER100843,Entertainment,Surat,Uttar Pradesh
MER100844,Entertainment,Pune,Tamil Nadu
MER100845,Travel,Jaipur,Telangana
MER100846,E-commerce,Chennai,West Bengal
MER100847,Travel,Kochi,Tamil Nadu
MER100848,Utilities,Kolkata,Kerala
MER100849,Utilities,Pune,Rajasthan
MER100850,E-commerce,Ahmedabad,Rajasthan
MER100851,Entertainment,Bengaluru,West Bengal
MER100852,E-commerce,Pune,Kerala
MER100853,Fuel,Ahmedabad,Kerala
MER100854,Fuel,New Delhi,Uttar Pradesh
MER100855,Education,Kochi,Delhi
MER100856,Education,Mumbai,West Bengal
MER100857,Retail,Bengaluru,Telangana
MER100858,Grocery,Noida,Maharashtra
MER100859,Food & Dining,Ahmedabad,Telangana
MER100860,Travel,Lucknow,Maharashtra
MER100861,E-commerce,Ahmedabad,Rajasthan
MER100862,E-commerce,Nagpur,Telangana
MER100863,Utilities,Mysuru,Telangana
MER100864,Entertainment,Hyderabad,West Bengal
MER100865,Entertainment,Jaipur,Kerala
MER100866,Grocery,Bengaluru,Kerala
MER100867,Education,Mysuru,Tamil Nadu
MER100868,Healthcare,Mumbai,Delhi
MER100869,Fuel,Surat,Karnataka
MER100870,Education,Kolkata,Rajasthan
MER100871,Food & Dining,Jaipur,Telangana
MER100872,Healthcare,Hyderabad,Karnataka
MER100873,Grocery,Surat,Tamil Nadu
MER100874,Food & Dining,Kochi,West Bengal
MER100875,Healthcare,Surat,Delhi
MER100876,Fuel,Chennai,Kerala
MER100877,Entertainment,Kochi,Rajasthan
MER100878,Fuel,Bengaluru,Kerala
MER100879,Utilities,Kochi,Telangana
MER100880,Travel,Nagpur,Karnataka
MER100881,Retail,Bengaluru,West Bengal
MER100882,Fuel,Mysuru,Tamil Nadu
MER100883,Education,Mysuru,West Bengal
MER100884,Fuel,Kochi,West Bengal
MER100885,Grocery,Noida,Delhi
MER100886,E-commerce,Hyderabad,Karnataka
MER100887,E-commerce,Mysuru,Gujarat
MER100888,Retail,Mysuru,Rajasthan
MER100889,Healthcare,Lucknow,Delhi
MER100890,Retail,Noida,Kerala
MER100891,Education,Hyderabad,Karnataka
MER100892,Healthcare,Pune,Delhi
MER100893,Healthcare,Mumbai,Maharashtra
MER100894,Healthcare,Bengaluru,Telangana
MER100895,Utilities,Hyderabad,Tamil Nadu
MER100896,Grocery,Mumbai,Kerala
MER100897,Healthcare,Ahmedabad,Gujarat
MER100898,Grocery,Kolkata,West Bengal
MER100899,Education,Jaipur,Delhi
MER100900,Entertainment,Kolkata,Kerala
MER100901,Food & Dining,Kolkata,Telangana
MER100902,Entertainment,Pune,Karnataka
MER100903,Entertainment,Pune,Karnataka
MER100904,Entertainment,Chennai,Telangana
MER100905,Food & Dining,Pune,Delhi
MER100906,Retail,Chennai,Delhi
MER100907,Utilities,Pune,West Bengal
MER100908,E-commerce,Nagpur,Maharashtra
MER100909,Entertainment,Noida,Telangana
MER100910,Utilities,Jaipur,Karnataka
MER100911,Healthcare,Jaipur,West Bengal
MER100912,Entertainment,Hyderabad,Karnataka
MER100913,Travel,Lucknow,Delhi
MER100914,Utilities,Lucknow,Uttar Pradesh
MER100915,Healthcare,Nagpur,Kerala
MER100916,E-commerce,Pune,Telangana
MER100917,Retail,New Delhi,Karnataka
MER100918,Food & Dining,New Delhi,Uttar Pradesh
MER100919,Grocery,Kochi,Tamil Nadu
MER100920,Education,Nagpur,Telangana
MER100921,Travel,Bengaluru,West Bengal
MER100922,E-commerce,Kolkata,Delhi
MER100923,Entertainment,Ahmedabad,Gujarat
MER100924,Fuel,Jaipur,Rajasthan
MER100925,Fuel,Pune,Uttar Pradesh
MER100926,Grocery,Kolkata,Tamil Nadu
MER100927,Retail,Nagpur,Telangana
MER100928,E-commerce,Mysuru,Delhi
MER100929,Food & Dining,Lucknow,Kerala
MER100930,Food & Dining,Nagpur,Kerala
MER100931,Utilities,Nagpur,Kerala
MER100932,E-commerce,Lucknow,West Bengal
MER100933,Healthcare,Chennai,Rajasthan
MER100934,Food & Dining,Jaipur,Telangana
MER100935,Entertainment,Hyderabad,Tamil Nadu
MER100936,Utilities,Lucknow,Rajasthan
MER100937,Healthcare,Hyderabad,Karnataka
MER100938,Fuel,Nagpur,Kerala
MER100939,Healthcare,Hyderabad,Maharashtra
MER100940,Entertainment,Kolkata,Gujarat
MER100941,Utilities,Nagpur,Delhi
MER100942,Food & Dining,Nagpur,Tamil Nadu
MER100943,Fuel,Chennai,Rajasthan
MER100944,Retail,Mysuru,Maharashtra
MER100945,Healthcare,Jaipur,Karnataka
MER100946,Entertainment,Hyderabad,Telangana
MER100947,Education,Bengaluru,Maharashtra
MER100948,Grocery,Ahmedabad,West Bengal
MER100949,Travel,Noida,Tamil Nadu
MER100950,Education,Lucknow,West Bengal
MER100951,Education,Mysuru,Gujarat
MER100952,Fuel,New Delhi,Telangana
MER100953,Education,Ahmedabad,Karnataka
MER100954,Travel,Pune,Delhi
MER100955,Entertainment,Mumbai,Maharashtra
MER100956,Fuel,Jaipur,Telangana
MER100957,Healthcare,Chennai,Uttar Pradesh
MER100958,Fuel,Nagpur,Maharashtra
MER100959,Healthcare,Kochi,Telangana
MER100960,Food & Dining,Nagpur,West Bengal
MER100961,Fuel,Kolkata,Gujarat
MER100962,E-commerce,Mysuru,Tamil Nadu
MER100963,E-commerce,Chennai,Kerala
MER100964,Entertainment,Kochi,Karnataka
MER100965,Travel,Mysuru,Telangana
MER100966,Fuel,Chennai,Gujarat
MER100967,Travel,Ahmedabad,Maharashtra
MER100968,Healthcare,Surat,Kerala
MER100969,Food & Dining,Hyderabad,Maharashtra
MER100970,Travel,New Delhi,Kerala
MER100971,Healthcare,Lucknow,Kerala
MER100972,Grocery,Ahmedabad,Uttar Pradesh
MER100973,Grocery,Kolkata,Karnataka
MER100974,Education,Ahmedabad,Kerala
MER100975,Education,Kolkata,Delhi
MER100976,Retail,Mysuru,Maharashtra
MER100977,Travel,New Delhi,Delhi
MER100978,Utilities,Bengaluru,Telangana
MER100979,Healthcare,Ahmedabad,Uttar Pradesh
MER100980,Travel,Pune,Gujarat
MER100981,Education,Kolkata,Gujarat
MER100982,Travel,Ahmedabad,Telangana
MER100983,Retail,Hyderabad,Maharashtra
MER100984,Utilities,New Delhi,Delhi
MER100985,Fuel,Jaipur,Karnataka
MER100986,Entertainment,Lucknow,West Bengal
MER100987,Entertainment,Ahmedabad,Karnataka
MER100988,Utilities,Hyderabad,Gujarat
MER100989,Education,Mumbai,Gujarat
MER100990,Grocery,Kochi,West Bengal
MER100991,Healthcare,Mumbai,Kerala
MER100992,Travel,Jaipur,Kerala
MER100993,E-commerce,Kochi,Karnataka
MER100994,E-commerce,Noida,Gujarat
MER100995,Food & Dining,Mumbai,Delhi
MER100996,Retail,Nagpur,Uttar Pradesh
MER100997,Grocery,Mumbai,Tamil Nadu
MER100998,Travel,Kolkata,West Bengal
MER100999,Grocery,Nagpur,Kerala
MER101000,Grocery,Kolkata,Telangana
MER101001,Fuel,Nagpur,Rajasthan
MER101002,Entertainment,Mumbai,West Bengal
MER101003,Education,Surat,Kerala
MER101004,Fuel,Jaipur,Kerala
MER101005,Travel,Nagpur,Uttar Pradesh
MER101006,Grocery,Jaipur,Uttar Pradesh
MER101007,Grocery,Bengaluru,Gujarat
MER101008,Entertainment,Lucknow,Gujarat
MER101009,Retail,Jaipur,Gujarat
MER101010,Utilities,Noida,Uttar Pradesh
MER101011,Grocery,Hyderabad,Telangana
MER101012,E-commerce,Nagpur,Delhi
MER101013,Food & Dining,Jaipur,Tamil Nadu
MER101014,Retail,Mysuru,Kerala
MER101015,Entertainment,Kochi,Kerala
MER101016,Travel,Lucknow,Gujarat
MER101017,Retail,Ahmedabad,Tamil Nadu
MER101018,Travel,Kochi,Rajasthan
MER101019,E-commerce,Kochi,Rajasthan
MER101020,Fuel,Hyderabad,Telangana
MER101021,Healthcare,Mysuru,Rajasthan
MER101022,Education,Nagpur,Rajasthan
MER101023,Education,Mysuru,Telangana
MER101024,Retail,Hyderabad,Delhi
MER101025,Utilities,Nagpur,Uttar Pradesh
MER101026,Healthcare,Chennai,Rajasthan
MER101027,Utilities,Nagpur,Gujarat
MER101028,E-commerce,Bengaluru,Tamil Nadu
MER101029,Education,Chennai,Gujarat
MER101030,Fuel,Kochi,Maharashtra
MER101031,Retail,Noida,West Bengal
MER101032,Education,Jaipur,Tamil Nadu
MER101033,Education,Bengaluru,Uttar Pradesh
MER101034,Fuel,Jaipur,Rajasthan
MER101035,Healthcare,Hyderabad,Karnataka
MER101036,Retail,Pune,Kerala
MER101037,E-commerce,Kolkata,Karnataka
MER101038,Entertainment,Hyderabad,Uttar Pradesh
MER101039,Healthcare,New Delhi,Kerala
MER101040,Food & Dining,Mysuru,Tamil Nadu
MER101041,Fuel,Mysuru,Gujarat
MER101042,Fuel,Noida,West Bengal
MER101043,Travel,Jaipur,Uttar Pradesh
MER101044,Entertainment,New Delhi,Delhi
MER101045,Healthcare,Kolkata,Karnataka
MER101046,Healthcare,Noida,Maharashtra
MER101047,Grocery,New Delhi,Karnataka
MER101048,Retail,Lucknow,Rajasthan
MER101049,Entertainment,Chennai,Telangana
MER101050,Utilities,Hyderabad,Delhi
MER101051,Grocery,Jaipur,Kerala
MER101052,Fuel,Pune,Rajasthan
MER101053,E-commerce,Nagpur,Tamil Nadu
MER101054,E-commerce,Bengaluru,Telangana
MER101055,Utilities,Bengaluru,West Bengal
MER101056,Healthcare,Pune,Gujarat
MER101057,Retail,Jaipur,West Bengal
MER101058,Education,Bengaluru,Kerala
MER101059,Entertainment,Chennai,West Bengal
MER101060,Fuel,Surat,Uttar Pradesh
MER101061,Entertainment,Jaipur,Delhi
MER101062,Food & Dining,Hyderabad,Tamil Nadu
MER101063,E-commerce,Ahmedabad,Tamil Nadu
MER101064,Grocery,Mysuru,Uttar Pradesh
MER101065,Education,Kochi,Rajasthan
MER101066,Food & Dining,Noida,Telangana
MER101067,Fuel,Jaipur,Rajasthan
MER101068,E-commerce,Nagpur,Kerala
MER101069,Healthcare,Jaipur,Maharashtra
MER101070,Travel,Jaipur,Telangana
MER101071,E-commerce,Bengaluru,Gujarat
MER101072,Entertainment,Mumbai,Gujarat
MER101073,Food & Dining,Kolkata,West Bengal
MER101074,Utilities,New Delhi,Kerala
MER101075,Healthcare,Pune,Uttar Pradesh
MER101076,Entertainment,New Delhi,Maharashtra
MER101077,Entertainment,Kochi,Gujarat
MER101078,Food & Dining,Bengaluru,Telangana
MER101079,Education,New Delhi,Telangana
MER101080,Food & Dining,Hyderabad,Rajasthan
MER101081,Food & Dining,Surat,Telangana
MER101082,Education,Chennai,Telangana
MER101083,Retail,Bengaluru,Gujarat
MER101084,Healthcare,Mumbai,Rajasthan
MER101085,E-commerce,Chennai,Delhi
MER101086,Fuel,Kochi,Gujarat
MER101087,Education,Noida,Delhi
MER101088,Fuel,Noida,Maharashtra
MER101089,Retail,New Delhi,Gujarat
MER101090,Retail,Lucknow,Tamil Nadu
MER101091,Education,Mysuru,Kerala
MER101092,E-commerce,Mysuru,Tamil Nadu
MER101093,Utilities,Kolkata,Uttar Pradesh
MER101094,E-commerce,Mumbai,Gujarat
MER101095,Grocery,Hyderabad,Karnataka
MER101096,Food & Dining,Mysuru,Kerala
MER101097,Entertainment,Ahmedabad,West Bengal
MER101098,Grocery,Nagpur,Uttar Pradesh
MER101099,Travel,Jaipur,Gujarat
MER101100,Utilities,Lucknow,Gujarat
MER101101,Fuel,Bengaluru,Uttar Pradesh
MER101102,Retail,Jaipur,Gujarat
MER101103,Retail,Noida,Tamil Nadu
MER101104,Fuel,Jaipur,Maharashtra
MER101105,Entertainment,Mysuru,Karnataka
MER101106,Entertainment,Chennai,West Bengal
MER101107,Fuel,Nagpur,Rajasthan
MER101108,Travel,Nagpur,Uttar Pradesh
MER101109,Entertainment,Surat,Telangana
MER101110,Grocery,Chennai,Gujarat
MER101111,Grocery,Mysuru,Gujarat
MER101112,Grocery,Chennai,Uttar Pradesh
MER101113,Retail,Noida,Gujarat
MER101114,Food & Dining,Bengaluru,Delhi
MER101115,Healthcare,Kochi,Karnataka
MER101116,Food & Dining,Noida,West Bengal
MER101117,Education,Surat,Gujarat
MER101118,E-commerce,Surat,Telangana
MER101119,Utilities,Jaipur,Gujarat
MER101120,Retail,Ahmedabad,Maharashtra
MER101121,Utilities,Ahmedabad,Uttar Pradesh
MER101122,E-commerce,Mysuru,Maharashtra
MER101123,Food & Dining,Kochi,Delhi
MER101124,E-commerce,Nagpur,Delhi
MER101125,E-commerce,Mumbai,West Bengal
MER101126,E-commerce,Kochi,Maharashtra
MER101127,Food & Dining,Mumbai,Telangana
MER101128,Entertainment,Kochi,Maharashtra
MER101129,Travel,Chennai,West Bengal
MER101130,Utilities,Kolkata,Gujarat
MER101131,Fuel,Mumbai,Maharashtra
MER101132,Education,Mumbai,Rajasthan
MER101133,Utilities,Lucknow,Kerala
MER101134,Utilities,Nagpur,Telangana
MER101135,Healthcare,Mumbai,Tamil Nadu
MER101136,Retail,Kochi,Telangana
MER101137,E-commerce,Pune,Rajasthan
MER101138,Grocery,Mysuru,Telangana
MER101139,Healthcare,Mumbai,Karnataka
MER101140,Retail,Noida,Telangana
MER101141,Utilities,Mysuru,Uttar Pradesh
MER101142,Retail,Kochi,Maharashtra
MER101143,E-commerce,Jaipur,Karnataka
MER101144,Utilities,Chennai,Delhi
MER101145,Retail,Chennai,Tamil Nadu
MER101146,Food & Dining,Mumbai,Telangana
MER101147,Travel,Kolkata,Delhi
MER101148,Entertainment,Mysuru,Rajasthan
MER101149,Utilities,Kochi,Telangana
MER101150,Food & Dining,Noida,Uttar Pradesh
MER101151,E-commerce,Chennai,Maharashtra
MER101152,E-commerce,Mumbai,Delhi
MER101153,Retail,Lucknow,Gujarat
MER101154,Entertainment,Kolkata,West Bengal
MER101155,Grocery,Hyderabad,Karnataka
MER101156,Utilities,Surat,Gujarat
MER101157,Healthcare,Surat,Delhi
MER101158,Utilities,Jaipur,West Bengal
MER101159,Education,Noida,Uttar Pradesh
MER101160,Entertainment,Surat,West Bengal
MER101161,Food & Dining,Mysuru,Gujarat
MER101162,Utilities,Mysuru,Karnataka
MER101163,Travel,Hyderabad,West Bengal
MER101164,Entertainment,Mumbai,Rajasthan
MER101165,Retail,Surat,West Bengal
MER101166,E-commerce,Pune,Gujarat
MER101167,Retail,Noida,West Bengal
MER101168,Food & Dining,Kochi,Gujarat
MER101169,Education,Chennai,Telangana
MER101170,Fuel,Chennai,Telangana
MER101171,Travel,Chennai,Uttar Pradesh
MER101172,Entertainment,Kochi,Gujarat
MER101173,Education,Kolkata,West Bengal
MER101174,Food & Dining,Surat,West Bengal
MER101175,Retail,Ahmedabad,Uttar Pradesh
MER101176,Fuel,Kochi,West Bengal
MER101177,Fuel,Hyderabad,Karnataka
MER101178,Retail,Nagpur,Telangana
MER101179,Fuel,Kolkata,Rajasthan
MER101180,E-commerce,Hyderabad,Uttar Pradesh
MER101181,Travel,Pune,Karnataka
MER101182,Travel,Chennai,Rajasthan
MER101183,E-commerce,Lucknow,Tamil Nadu
MER101184,Entertainment,Lucknow,Kerala
MER101185,Entertainment,New Delhi,Telangana
MER101186,Healthcare,Bengaluru,Maharashtra
MER101187,Utilities,Chennai,Rajasthan
MER101188,Education,Hyderabad,Maharashtra
MER101189,Education,New Delhi,Maharashtra
MER101190,Food & Dining,Noida,Rajasthan
MER101191,Travel,Noida,West Bengal
MER101192,Grocery,Mysuru,Tamil Nadu
MER101193,Entertainment,Bengaluru,Telangana
MER101194,Healthcare,Surat,Maharashtra
MER101195,Travel,Lucknow,Kerala
MER101196,Travel,Nagpur,Gujarat
MER101197,E-commerce,Ahmedabad,Gujarat
MER101198,Education,Kochi,Delhi
MER101199,Education,Mumbai,Telangana
MER101200,Healthcare,New Delhi,Tamil Nadu
MER101201,Education,Chennai,Telangana
MER101202,Education,New Delhi,Kerala
MER101203,Retail,Noida,Rajasthan
MER101204,Retail,Noida,Gujarat
MER101205,Travel,Nagpur,West Bengal
MER101206,Healthcare,Bengaluru,Uttar Pradesh
MER101207,Entertainment,Hyderabad,Delhi
MER101208,Entertainment,Noida,West Bengal
MER101209,E-commerce,Hyderabad,Uttar Pradesh
MER101210,Utilities,Kolkata,Maharashtra
MER101211,Food & Dining,Noida,Gujarat
MER101212,Travel,Kolkata,Rajasthan
MER101213,Retail,Noida,Rajasthan
MER101214,Entertainment,Chennai,Delhi
MER101215,Grocery,Lucknow,Tamil Nadu
MER101216,E-commerce,Surat,Telangana
MER101217,Healthcare,Jaipur,Maharashtra
MER101218,Travel,Bengaluru,Kerala
MER101219,Retail,Ahmedabad,Karnataka
MER101220,Education,Noida,Delhi
MER101221,Utilities,Lucknow,West Bengal
MER101222,Healthcare,Noida,Karnataka
MER101223,Entertainment,Hyderabad,Tamil Nadu
MER101224,Retail,Jaipur,Kerala
MER101225,Utilities,Mumbai,Uttar Pradesh
MER101226,Entertainment,Kolkata,Maharashtra
MER101227,E-commerce,Lucknow,Rajasthan
MER101228,Utilities,Hyderabad,Rajasthan
MER101229,Healthcare,New Delhi,Rajasthan
MER101230,Food & Dining,Surat,Tamil Nadu
MER101231,Utilities,Noida,Uttar Pradesh
MER101232,E-commerce,Lucknow,Tamil Nadu
MER101233,Healthcare,Lucknow,Telangana
MER101234,Entertainment,Mysuru,Uttar Pradesh
MER101235,E-commerce,Mumbai,Telangana
MER101236,Travel,Ahmedabad,Kerala
MER101237,Retail,Pune,Telangana
MER101238,Utilities,Kolkata,Karnataka
MER101239,Fuel,Mumbai,Tamil Nadu
MER101240,Education,Jaipur,Karnataka
MER101241,Fuel,Lucknow,Rajasthan
MER101242,Utilities,Bengaluru,Gujarat
MER101243,Retail,Surat,Delhi
MER101244,Food & Dining,Mysuru,Uttar Pradesh
MER101245,Food & Dining,Lucknow,Maharashtra
MER101246,Utilities,Hyderabad,Maharashtra
MER101247,Entertainment,Noida,Uttar Pradesh
MER101248,E-commerce,Kolkata,Tamil Nadu
MER101249,Grocery,Mumbai,Karnataka
