Transaction_ID,Fraud_Flag,Risk_Score,Risk_Level,Fraud_Type
TXN10037500,No,68,High,No Fraud
TXN10037501,No,11,Low,No Fraud
TXN10037502,No,53,Medium,No Fraud
TXN10037503,No,29,Low,No Fraud
TXN10037504,No,71,High,No Fraud
TXN10037505,No,13,Low,No Fraud
TXN10037506,No,9,Low,No Fraud
TXN10037507,No,72,High,No Fraud
TXN10037508,No,71,High,No Fraud
TXN10037509,No,80,High,No Fraud
TXN10037510,No,11,Low,No Fraud
TXN10037511,No,28,Low,No Fraud
TXN10037512,No,22,Low,No Fraud
TXN10037513,No,49,Medium,No Fraud
TXN10037514,No,70,High,No Fraud
TXN10037515,No,11,Low,No Fraud
TXN10037516,No,17,Low,No Fraud
TXN10037517,No,67,High,No Fraud
TXN10037518,No,44,Medium,No Fraud
TXN10037519,No,13,Low,No Fraud
TXN10037520,No,39,Medium,No Fraud
TXN10037521,No,4,Low,No Fraud
TXN10037522,No,38,Medium,No Fraud
TXN10037523,No,56,Medium,No Fraud
TXN10037524,No,52,Medium,No Fraud
TXN10037525,No,57,Medium,No Fraud
TXN10037526,No,38,Medium,No Fraud
TXN10037527,No,52,Medium,No Fraud
TXN10037528,No,68,High,No Fraud
TXN10037529,No,47,Medium,No Fraud
TXN10037530,No,55,Medium,No Fraud
TXN10037531,No,11,Low,No Fraud
TXN10037532,No,44,Medium,No Fraud
TXN10037533,No,39,Medium,No Fraud
TXN10037534,No,17,Low,No Fraud
TXN10037535,No,43,Medium,No Fraud
TXN10037536,No,13,Low,No Fraud
TXN10037537,No,75,High,No Fraud
TXN10037538,No,26,Low,No Fraud
TXN10037539,No,19,Low,No Fraud
TXN10037540,No,8,Low,No Fraud
TXN10037541,No,80,High,No Fraud
TXN10037542,No,30,Low,No Fraud
TXN10037543,No,27,Low,No Fraud
TXN10037544,No,55,Medium,No Fraud
TXN10037545,No,55,Medium,No Fraud
TXN10037546,No,49,Medium,No Fraud
TXN10037547,No,76,High,No Fraud
TXN10037548,No,26,Low,No Fraud
TXN10037549,No,73,High,No Fraud
TXN10037550,No,20,Low,No Fraud
TXN10037551,No,22,Low,No Fraud
TXN10037552,No,48,Medium,No Fraud
TXN10037553,No,76,High,No Fraud
TXN10037554,No,60,Medium,No Fraud
TXN10037555,No,31,Medium,No Fraud
TXN10037556,No,34,Medium,No Fraud
TXN10037557,No,20,Low,No Fraud
TXN10037558,No,57,Medium,No Fraud
TXN10037559,No,48,Medium,No Fraud
TXN10037560,No,11,Low,No Fraud
TXN10037561,No,78,High,No Fraud
TXN10037562,No,2,Low,No Fraud
TXN10037563,No,45,Medium,No Fraud
TXN10037564,No,80,High,No Fraud
TXN10037565,No,51,Medium,No Fraud
TXN10037566,No,23,Low,No Fraud
TXN10037567,No,40,Medium,No Fraud
TXN10037568,No,31,Medium,No Fraud
TXN10037569,No,47,Medium,No Fraud
TXN10037570,No,42,Medium,No Fraud
TXN10037571,No,19,Low,No Fraud
TXN10037572,No,60,Medium,No Fraud
TXN10037573,No,26,Low,No Fraud
TXN10037574,No,1,Low,No Fraud
TXN10037575,No,61,High,No Fraud
TXN10037576,No,45,Medium,No Fraud
TXN10037577,No,39,Medium,No Fraud
TXN10037578,No,60,Medium,No Fraud
TXN10037579,No,62,High,No Fraud
TXN10037580,No,58,Medium,No Fraud
TXN10037581,No,22,Low,No Fraud
TXN10037582,No,13,Low,No Fraud
TXN10037583,No,69,High,No Fraud
TXN10037584,No,24,Low,No Fraud
TXN10037585,No,76,High,No Fraud
TXN10037586,No,38,Medium,No Fraud
TXN10037587,No,32,Medium,No Fraud
TXN10037588,No,11,Low,No Fraud
TXN10037589,No,74,High,No Fraud
TXN10037590,No,68,High,No Fraud
TXN10037591,No,50,Medium,No Fraud
TXN10037592,No,47,Medium,No Fraud
TXN10037593,No,44,Medium,No Fraud
TXN10037594,No,72,High,No Fraud
TXN10037595,No,7,Low,No Fraud
TXN10037596,No,80,High,No Fraud
TXN10037597,No,73,High,No Fraud
TXN10037598,No,45,Medium,No Fraud
TXN10037599,No,72,High,No Fraud
TXN10037600,No,58,Medium,No Fraud
TXN10037601,No,13,Low,No Fraud
TXN10037602,No,13,Low,No Fraud
TXN10037603,No,64,High,No Fraud
TXN10037604,No,7,Low,No Fraud
TXN10037605,No,38,Medium,No Fraud
TXN10037606,No,22,Low,No Fraud
TXN10037607,No,40,Medium,No Fraud
TXN10037608,No,47,Medium,No Fraud
TXN10037609,No,79,High,No Fraud
TXN10037610,No,12,Low,No Fraud
TXN10037611,No,13,Low,No Fraud
TXN10037612,No,44,Medium,No Fraud
TXN10037613,No,26,Low,No Fraud
TXN10037614,No,61,High,No Fraud
TXN10037615,No,53,Medium,No Fraud
TXN10037616,No,25,Low,No Fraud
TXN10037617,No,10,Low,No Fraud
TXN10037618,No,72,High,No Fraud
TXN10037619,No,26,Low,No Fraud
TXN10037620,No,39,Medium,No Fraud
TXN10037621,No,64,High,No Fraud
TXN10037622,No,80,High,No Fraud
TXN10037623,No,32,Medium,No Fraud
TXN10037624,No,79,High,No Fraud
TXN10037625,No,53,Medium,No Fraud
TXN10037626,No,33,Medium,No Fraud
TXN10037627,No,40,Medium,No Fraud
TXN10037628,No,66,High,No Fraud
TXN10037629,No,37,Medium,No Fraud
TXN10037630,No,27,Low,No Fraud
TXN10037631,No,39,Medium,No Fraud
TXN10037632,No,1,Low,No Fraud
TXN10037633,No,72,High,No Fraud
TXN10037634,No,34,Medium,No Fraud
TXN10037635,No,38,Medium,No Fraud
TXN10037636,No,13,Low,No Fraud
TXN10037637,No,30,Low,No Fraud
TXN10037638,No,66,High,No Fraud
TXN10037639,No,8,Low,No Fraud
TXN10037640,No,14,Low,No Fraud
TXN10037641,No,78,High,No Fraud
TXN10037642,No,16,Low,No Fraud
TXN10037643,No,55,Medium,No Fraud
TXN10037644,No,75,High,No Fraud
TXN10037645,No,53,Medium,No Fraud
TXN10037646,No,61,High,No Fraud
TXN10037647,No,55,Medium,No Fraud
TXN10037648,No,71,High,No Fraud
TXN10037649,No,78,High,No Fraud
TXN10037650,No,64,High,No Fraud
TXN10037651,No,20,Low,No Fraud
TXN10037652,No,51,Medium,No Fraud
TXN10037653,No,51,Medium,No Fraud
TXN10037654,No,16,Low,No Fraud
TXN10037655,No,70,High,No Fraud
TXN10037656,No,66,High,No Fraud
TXN10037657,No,18,Low,No Fraud
TXN10037658,No,20,Low,No Fraud
TXN10037659,No,80,High,No Fraud
TXN10037660,No,20,Low,No Fraud
TXN10037661,No,17,Low,No Fraud
TXN10037662,No,60,Medium,No Fraud
TXN10037663,Yes,96,Critical,Identity Fraud
TXN10037664,No,38,Medium,No Fraud
TXN10037665,No,7,Low,No Fraud
TXN10037666,No,37,Medium,No Fraud
TXN10037667,No,11,Low,No Fraud
TXN10037668,No,56,Medium,No Fraud
TXN10037669,No,67,High,No Fraud
TXN10037670,No,42,Medium,No Fraud
TXN10037671,No,34,Medium,No Fraud
TXN10037672,No,70,High,No Fraud
TXN10037673,No,52,Medium,No Fraud
TXN10037674,No,41,Medium,No Fraud
TXN10037675,No,8,Low,No Fraud
TXN10037676,No,70,High,No Fraud
TXN10037677,No,69,High,No Fraud
TXN10037678,No,65,High,No Fraud
TXN10037679,No,19,Low,No Fraud
TXN10037680,No,2,Low,No Fraud
TXN10037681,No,64,High,No Fraud
TXN10037682,No,66,High,No Fraud
TXN10037683,No,42,Medium,No Fraud
TXN10037684,No,24,Low,No Fraud
TXN10037685,No,77,High,No Fraud
TXN10037686,No,59,Medium,No Fraud
TXN10037687,No,71,High,No Fraud
TXN10037688,No,51,Medium,No Fraud
TXN10037689,No,48,Medium,No Fraud
TXN10037690,No,62,High,No Fraud
TXN10037691,No,37,Medium,No Fraud
TXN10037692,No,46,Medium,No Fraud
TXN10037693,No,34,Medium,No Fraud
TXN10037694,No,80,High,No Fraud
TXN10037695,No,10,Low,No Fraud
TXN10037696,No,56,Medium,No Fraud
TXN10037697,No,35,Medium,No Fraud
TXN10037698,No,39,Medium,No Fraud
TXN10037699,No,78,High,No Fraud
TXN10037700,No,40,Medium,No Fraud
TXN10037701,No,72,High,No Fraud
TXN10037702,No,44,Medium,No Fraud
TXN10037703,No,77,High,No Fraud
TXN10037704,No,64,High,No Fraud
TXN10037705,No,3,Low,No Fraud
TXN10037706,No,34,Medium,No Fraud
TXN10037707,No,27,Low,No Fraud
TXN10037708,No,60,Medium,No Fraud
TXN10037709,No,25,Low,No Fraud
TXN10037710,No,6,Low,No Fraud
TXN10037711,No,52,Medium,No Fraud
TXN10037712,No,5,Low,No Fraud
TXN10037713,No,62,High,No Fraud
TXN10037714,No,72,High,No Fraud
TXN10037715,No,38,Medium,No Fraud
TXN10037716,No,51,Medium,No Fraud
TXN10037717,No,40,Medium,No Fraud
TXN10037718,No,56,Medium,No Fraud
TXN10037719,No,37,Medium,No Fraud
TXN10037720,No,63,High,No Fraud
TXN10037721,No,12,Low,No Fraud
TXN10037722,No,80,High,No Fraud
TXN10037723,No,34,Medium,No Fraud
TXN10037724,No,13,Low,No Fraud
TXN10037725,No,79,High,No Fraud
TXN10037726,No,41,Medium,No Fraud
TXN10037727,No,51,Medium,No Fraud
TXN10037728,No,35,Medium,No Fraud
TXN10037729,No,42,Medium,No Fraud
TXN10037730,No,42,Medium,No Fraud
TXN10037731,No,34,Medium,No Fraud
TXN10037732,No,29,Low,No Fraud
TXN10037733,No,6,Low,No Fraud
TXN10037734,No,46,Medium,No Fraud
TXN10037735,No,58,Medium,No Fraud
TXN10037736,No,34,Medium,No Fraud
TXN10037737,No,29,Low,No Fraud
TXN10037738,No,6,Low,No Fraud
TXN10037739,No,71,High,No Fraud
TXN10037740,No,46,Medium,No Fraud
TXN10037741,No,48,Medium,No Fraud
TXN10037742,No,50,Medium,No Fraud
TXN10037743,No,38,Medium,No Fraud
TXN10037744,No,40,Medium,No Fraud
TXN10037745,No,24,Low,No Fraud
TXN10037746,No,7,Low,No Fraud
TXN10037747,No,18,Low,No Fraud
TXN10037748,No,58,Medium,No Fraud
TXN10037749,No,68,High,No Fraud
TXN10037750,No,18,Low,No Fraud
TXN10037751,No,31,Medium,No Fraud
TXN10037752,No,48,Medium,No Fraud
TXN10037753,No,34,Medium,No Fraud
TXN10037754,No,43,Medium,No Fraud
TXN10037755,No,66,High,No Fraud
TXN10037756,No,62,High,No Fraud
TXN10037757,No,29,Low,No Fraud
TXN10037758,No,3,Low,No Fraud
TXN10037759,No,10,Low,No Fraud
TXN10037760,No,62,High,No Fraud
TXN10037761,No,11,Low,No Fraud
TXN10037762,No,80,High,No Fraud
TXN10037763,No,31,Medium,No Fraud
TXN10037764,No,25,Low,No Fraud
TXN10037765,No,17,Low,No Fraud
TXN10037766,No,45,Medium,No Fraud
TXN10037767,No,3,Low,No Fraud
TXN10037768,No,65,High,No Fraud
TXN10037769,No,18,Low,No Fraud
TXN10037770,No,65,High,No Fraud
TXN10037771,No,48,Medium,No Fraud
TXN10037772,No,42,Medium,No Fraud
TXN10037773,No,19,Low,No Fraud
TXN10037774,No,11,Low,No Fraud
TXN10037775,No,37,Medium,No Fraud
TXN10037776,No,10,Low,No Fraud
TXN10037777,No,11,Low,No Fraud
TXN10037778,No,31,Medium,No Fraud
TXN10037779,No,20,Low,No Fraud
TXN10037780,No,58,Medium,No Fraud
TXN10037781,No,22,Low,No Fraud
TXN10037782,No,49,Medium,No Fraud
TXN10037783,No,41,Medium,No Fraud
TXN10037784,No,18,Low,No Fraud
TXN10037785,No,17,Low,No Fraud
TXN10037786,No,31,Medium,No Fraud
TXN10037787,No,4,Low,No Fraud
TXN10037788,No,37,Medium,No Fraud
TXN10037789,No,54,Medium,No Fraud
TXN10037790,No,14,Low,No Fraud
TXN10037791,No,58,Medium,No Fraud
TXN10037792,No,25,Low,No Fraud
TXN10037793,No,8,Low,No Fraud
TXN10037794,No,46,Medium,No Fraud
TXN10037795,No,20,Low,No Fraud
TXN10037796,No,29,Low,No Fraud
TXN10037797,No,33,Medium,No Fraud
TXN10037798,No,63,High,No Fraud
TXN10037799,No,58,Medium,No Fraud
TXN10037800,No,10,Low,No Fraud
TXN10037801,No,23,Low,No Fraud
TXN10037802,No,79,High,No Fraud
TXN10037803,Yes,60,Medium,UPI Fraud
TXN10037804,No,42,Medium,No Fraud
TXN10037805,No,75,High,No Fraud
TXN10037806,No,50,Medium,No Fraud
TXN10037807,No,63,High,No Fraud
TXN10037808,No,47,Medium,No Fraud
TXN10037809,No,43,Medium,No Fraud
TXN10037810,No,26,Low,No Fraud
TXN10037811,No,44,Medium,No Fraud
TXN10037812,No,37,Medium,No Fraud
TXN10037813,No,50,Medium,No Fraud
TXN10037814,Yes,67,High,UPI Fraud
TXN10037815,No,21,Low,No Fraud
TXN10037816,No,5,Low,No Fraud
TXN10037817,No,52,Medium,No Fraud
TXN10037818,No,47,Medium,No Fraud
TXN10037819,No,53,Medium,No Fraud
TXN10037820,No,16,Low,No Fraud
TXN10037821,No,9,Low,No Fraud
TXN10037822,No,69,High,No Fraud
TXN10037823,No,25,Low,No Fraud
TXN10037824,No,80,High,No Fraud
TXN10037825,No,24,Low,No Fraud
TXN10037826,No,80,High,No Fraud
TXN10037827,No,74,High,No Fraud
TXN10037828,No,6,Low,No Fraud
TXN10037829,No,15,Low,No Fraud
TXN10037830,No,75,High,No Fraud
TXN10037831,No,38,Medium,No Fraud
TXN10037832,No,40,Medium,No Fraud
TXN10037833,No,38,Medium,No Fraud
TXN10037834,No,15,Low,No Fraud
TXN10037835,No,7,Low,No Fraud
TXN10037836,No,67,High,No Fraud
TXN10037837,No,5,Low,No Fraud
TXN10037838,No,22,Low,No Fraud
TXN10037839,No,68,High,No Fraud
TXN10037840,No,12,Low,No Fraud
TXN10037841,No,60,Medium,No Fraud
TXN10037842,No,38,Medium,No Fraud
TXN10037843,No,27,Low,No Fraud
TXN10037844,No,29,Low,No Fraud
TXN10037845,No,36,Medium,No Fraud
TXN10037846,No,75,High,No Fraud
TXN10037847,No,80,High,No Fraud
TXN10037848,No,73,High,No Fraud
TXN10037849,No,69,High,No Fraud
TXN10037850,No,50,Medium,No Fraud
TXN10037851,No,12,Low,No Fraud
TXN10037852,No,8,Low,No Fraud
TXN10037853,No,23,Low,No Fraud
TXN10037854,No,28,Low,No Fraud
TXN10037855,No,45,Medium,No Fraud
TXN10037856,No,5,Low,No Fraud
TXN10037857,No,67,High,No Fraud
TXN10037858,No,17,Low,No Fraud
TXN10037859,No,14,Low,No Fraud
TXN10037860,No,74,High,No Fraud
TXN10037861,No,20,Low,No Fraud
TXN10037862,No,55,Medium,No Fraud
TXN10037863,No,33,Medium,No Fraud
TXN10037864,No,30,Low,No Fraud
TXN10037865,No,42,Medium,No Fraud
TXN10037866,No,18,Low,No Fraud
TXN10037867,No,64,High,No Fraud
TXN10037868,No,23,Low,No Fraud
TXN10037869,No,40,Medium,No Fraud
TXN10037870,No,26,Low,No Fraud
TXN10037871,No,3,Low,No Fraud
TXN10037872,No,28,Low,No Fraud
TXN10037873,No,29,Low,No Fraud
TXN10037874,No,18,Low,No Fraud
TXN10037875,No,15,Low,No Fraud
TXN10037876,No,55,Medium,No Fraud
TXN10037877,No,45,Medium,No Fraud
TXN10037878,No,5,Low,No Fraud
TXN10037879,No,38,Medium,No Fraud
TXN10037880,No,13,Low,No Fraud
TXN10037881,No,43,Medium,No Fraud
TXN10037882,No,49,Medium,No Fraud
TXN10037883,No,65,High,No Fraud
TXN10037884,No,58,Medium,No Fraud
TXN10037885,No,10,Low,No Fraud
TXN10037886,No,75,High,No Fraud
TXN10037887,No,16,Low,No Fraud
TXN10037888,No,49,Medium,No Fraud
TXN10037889,No,69,High,No Fraud
TXN10037890,No,7,Low,No Fraud
TXN10037891,No,25,Low,No Fraud
TXN10037892,No,71,High,No Fraud
TXN10037893,No,60,Medium,No Fraud
TXN10037894,No,69,High,No Fraud
TXN10037895,No,12,Low,No Fraud
TXN10037896,No,26,Low,No Fraud
TXN10037897,No,58,Medium,No Fraud
TXN10037898,No,77,High,No Fraud
TXN10037899,No,71,High,No Fraud
TXN10037900,No,1,Low,No Fraud
TXN10037901,No,50,Medium,No Fraud
TXN10037902,No,42,Medium,No Fraud
TXN10037903,No,46,Medium,No Fraud
TXN10037904,No,40,Medium,No Fraud
TXN10037905,No,30,Low,No Fraud
TXN10037906,No,9,Low,No Fraud
TXN10037907,No,65,High,No Fraud
TXN10037908,No,71,High,No Fraud
TXN10037909,No,35,Medium,No Fraud
TXN10037910,No,9,Low,No Fraud
TXN10037911,No,78,High,No Fraud
TXN10037912,No,61,High,No Fraud
TXN10037913,No,32,Medium,No Fraud
TXN10037914,No,11,Low,No Fraud
TXN10037915,No,59,Medium,No Fraud
TXN10037916,No,65,High,No Fraud
TXN10037917,No,33,Medium,No Fraud
TXN10037918,No,79,High,No Fraud
TXN10037919,No,12,Low,No Fraud
TXN10037920,No,55,Medium,No Fraud
TXN10037921,No,51,Medium,No Fraud
TXN10037922,No,70,High,No Fraud
TXN10037923,No,36,Medium,No Fraud
TXN10037924,No,67,High,No Fraud
TXN10037925,No,38,Medium,No Fraud
TXN10037926,No,44,Medium,No Fraud
TXN10037927,Yes,80,High,Card Fraud
TXN10037928,No,13,Low,No Fraud
TXN10037929,No,2,Low,No Fraud
TXN10037930,No,38,Medium,No Fraud
TXN10037931,No,29,Low,No Fraud
TXN10037932,No,68,High,No Fraud
TXN10037933,No,45,Medium,No Fraud
TXN10037934,No,15,Low,No Fraud
TXN10037935,No,22,Low,No Fraud
TXN10037936,No,44,Medium,No Fraud
TXN10037937,No,41,Medium,No Fraud
TXN10037938,No,12,Low,No Fraud
TXN10037939,No,13,Low,No Fraud
TXN10037940,No,61,High,No Fraud
TXN10037941,No,51,Medium,No Fraud
TXN10037942,No,27,Low,No Fraud
TXN10037943,No,32,Medium,No Fraud
TXN10037944,No,70,High,No Fraud
TXN10037945,No,35,Medium,No Fraud
TXN10037946,No,61,High,No Fraud
TXN10037947,No,11,Low,No Fraud
TXN10037948,No,69,High,No Fraud
TXN10037949,No,41,Medium,No Fraud
TXN10037950,No,68,High,No Fraud
TXN10037951,No,11,Low,No Fraud
TXN10037952,No,72,High,No Fraud
TXN10037953,No,16,Low,No Fraud
TXN10037954,No,42,Medium,No Fraud
TXN10037955,No,65,High,No Fraud
TXN10037956,No,15,Low,No Fraud
TXN10037957,No,18,Low,No Fraud
TXN10037958,No,64,High,No Fraud
TXN10037959,No,22,Low,No Fraud
TXN10037960,No,71,High,No Fraud
TXN10037961,No,54,Medium,No Fraud
TXN10037962,No,33,Medium,No Fraud
TXN10037963,No,53,Medium,No Fraud
TXN10037964,No,2,Low,No Fraud
TXN10037965,No,53,Medium,No Fraud
TXN10037966,No,73,High,No Fraud
TXN10037967,No,11,Low,No Fraud
TXN10037968,No,30,Low,No Fraud
TXN10037969,No,63,High,No Fraud
TXN10037970,No,39,Medium,No Fraud
TXN10037971,No,71,High,No Fraud
TXN10037972,No,57,Medium,No Fraud
TXN10037973,No,77,High,No Fraud
TXN10037974,No,74,High,No Fraud
TXN10037975,No,14,Low,No Fraud
TXN10037976,No,11,Low,No Fraud
TXN10037977,No,77,High,No Fraud
TXN10037978,No,65,High,No Fraud
TXN10037979,No,24,Low,No Fraud
TXN10037980,No,75,High,No Fraud
TXN10037981,No,65,High,No Fraud
TXN10037982,No,39,Medium,No Fraud
TXN10037983,No,33,Medium,No Fraud
TXN10037984,No,9,Low,No Fraud
TXN10037985,No,63,High,No Fraud
TXN10037986,No,31,Medium,No Fraud
TXN10037987,No,61,High,No Fraud
TXN10037988,No,65,High,No Fraud
TXN10037989,No,5,Low,No Fraud
TXN10037990,No,61,High,No Fraud
TXN10037991,No,17,Low,No Fraud
TXN10037992,No,22,Low,No Fraud
TXN10037993,No,44,Medium,No Fraud
TXN10037994,No,12,Low,No Fraud
TXN10037995,No,31,Medium,No Fraud
TXN10037996,No,72,High,No Fraud
TXN10037997,No,46,Medium,No Fraud
TXN10037998,No,61,High,No Fraud
TXN10037999,No,23,Low,No Fraud
TXN10038000,No,44,Medium,No Fraud
TXN10038001,No,14,Low,No Fraud
TXN10038002,No,78,High,No Fraud
TXN10038003,No,61,High,No Fraud
TXN10038004,No,27,Low,No Fraud
TXN10038005,No,13,Low,No Fraud
TXN10038006,No,70,High,No Fraud
TXN10038007,No,1,Low,No Fraud
TXN10038008,No,64,High,No Fraud
TXN10038009,No,64,High,No Fraud
TXN10038010,No,79,High,No Fraud
TXN10038011,No,22,Low,No Fraud
TXN10038012,No,17,Low,No Fraud
TXN10038013,No,37,Medium,No Fraud
TXN10038014,No,57,Medium,No Fraud
TXN10038015,No,67,High,No Fraud
TXN10038016,No,65,High,No Fraud
TXN10038017,No,77,High,No Fraud
TXN10038018,No,68,High,No Fraud
TXN10038019,No,30,Low,No Fraud
TXN10038020,No,34,Medium,No Fraud
TXN10038021,No,1,Low,No Fraud
TXN10038022,No,23,Low,No Fraud
TXN10038023,No,34,Medium,No Fraud
TXN10038024,No,16,Low,No Fraud
TXN10038025,No,45,Medium,No Fraud
TXN10038026,No,76,High,No Fraud
TXN10038027,No,43,Medium,No Fraud
TXN10038028,No,76,High,No Fraud
TXN10038029,No,39,Medium,No Fraud
TXN10038030,No,7,Low,No Fraud
TXN10038031,No,67,High,No Fraud
TXN10038032,No,19,Low,No Fraud
TXN10038033,No,28,Low,No Fraud
TXN10038034,No,46,Medium,No Fraud
TXN10038035,No,56,Medium,No Fraud
TXN10038036,No,21,Low,No Fraud
TXN10038037,Yes,75,High,Merchant Fraud
TXN10038038,No,63,High,No Fraud
TXN10038039,No,31,Medium,No Fraud
TXN10038040,No,14,Low,No Fraud
TXN10038041,No,79,High,No Fraud
TXN10038042,No,18,Low,No Fraud
TXN10038043,No,39,Medium,No Fraud
TXN10038044,No,69,High,No Fraud
TXN10038045,No,27,Low,No Fraud
TXN10038046,No,30,Low,No Fraud
TXN10038047,No,66,High,No Fraud
TXN10038048,No,5,Low,No Fraud
TXN10038049,No,6,Low,No Fraud
TXN10038050,No,67,High,No Fraud
TXN10038051,No,20,Low,No Fraud
TXN10038052,No,76,High,No Fraud
TXN10038053,No,43,Medium,No Fraud
TXN10038054,No,25,Low,No Fraud
TXN10038055,No,55,Medium,No Fraud
TXN10038056,No,47,Medium,No Fraud
TXN10038057,No,36,Medium,No Fraud
TXN10038058,No,33,Medium,No Fraud
TXN10038059,No,44,Medium,No Fraud
TXN10038060,No,24,Low,No Fraud
TXN10038061,No,11,Low,No Fraud
TXN10038062,No,54,Medium,No Fraud
TXN10038063,No,76,High,No Fraud
TXN10038064,No,42,Medium,No Fraud
TXN10038065,No,68,High,No Fraud
TXN10038066,No,6,Low,No Fraud
TXN10038067,No,15,Low,No Fraud
TXN10038068,No,60,Medium,No Fraud
TXN10038069,No,61,High,No Fraud
TXN10038070,No,11,Low,No Fraud
TXN10038071,No,43,Medium,No Fraud
TXN10038072,No,12,Low,No Fraud
TXN10038073,No,18,Low,No Fraud
TXN10038074,No,6,Low,No Fraud
TXN10038075,No,55,Medium,No Fraud
TXN10038076,No,39,Medium,No Fraud
TXN10038077,No,1,Low,No Fraud
TXN10038078,No,67,High,No Fraud
TXN10038079,No,6,Low,No Fraud
TXN10038080,No,37,Medium,No Fraud
TXN10038081,No,56,Medium,No Fraud
TXN10038082,Yes,95,Critical,Account Takeover
TXN10038083,No,56,Medium,No Fraud
TXN10038084,No,27,Low,No Fraud
TXN10038085,No,3,Low,No Fraud
TXN10038086,No,37,Medium,No Fraud
TXN10038087,No,47,Medium,No Fraud
TXN10038088,No,55,Medium,No Fraud
TXN10038089,No,47,Medium,No Fraud
TXN10038090,No,31,Medium,No Fraud
TXN10038091,No,56,Medium,No Fraud
TXN10038092,No,9,Low,No Fraud
TXN10038093,No,35,Medium,No Fraud
TXN10038094,No,36,Medium,No Fraud
TXN10038095,No,53,Medium,No Fraud
TXN10038096,No,15,Low,No Fraud
TXN10038097,No,69,High,No Fraud
TXN10038098,No,44,Medium,No Fraud
TXN10038099,No,55,Medium,No Fraud
TXN10038100,No,67,High,No Fraud
TXN10038101,No,9,Low,No Fraud
TXN10038102,No,23,Low,No Fraud
TXN10038103,No,41,Medium,No Fraud
TXN10038104,No,74,High,No Fraud
TXN10038105,No,32,Medium,No Fraud
TXN10038106,No,59,Medium,No Fraud
TXN10038107,No,13,Low,No Fraud
TXN10038108,No,11,Low,No Fraud
TXN10038109,No,56,Medium,No Fraud
TXN10038110,No,15,Low,No Fraud
TXN10038111,No,70,High,No Fraud
TXN10038112,No,38,Medium,No Fraud
TXN10038113,No,74,High,No Fraud
TXN10038114,No,36,Medium,No Fraud
TXN10038115,No,52,Medium,No Fraud
TXN10038116,No,32,Medium,No Fraud
TXN10038117,No,38,Medium,No Fraud
TXN10038118,No,80,High,No Fraud
TXN10038119,No,48,Medium,No Fraud
TXN10038120,No,19,Low,No Fraud
TXN10038121,No,30,Low,No Fraud
TXN10038122,No,4,Low,No Fraud
TXN10038123,No,27,Low,No Fraud
TXN10038124,No,24,Low,No Fraud
TXN10038125,No,44,Medium,No Fraud
TXN10038126,Yes,79,High,UPI Fraud
TXN10038127,No,65,High,No Fraud
TXN10038128,No,77,High,No Fraud
TXN10038129,No,10,Low,No Fraud
TXN10038130,No,77,High,No Fraud
TXN10038131,No,46,Medium,No Fraud
TXN10038132,No,36,Medium,No Fraud
TXN10038133,No,22,Low,No Fraud
TXN10038134,No,67,High,No Fraud
TXN10038135,No,38,Medium,No Fraud
TXN10038136,No,50,Medium,No Fraud
TXN10038137,No,66,High,No Fraud
TXN10038138,No,28,Low,No Fraud
TXN10038139,No,19,Low,No Fraud
TXN10038140,No,27,Low,No Fraud
TXN10038141,No,25,Low,No Fraud
TXN10038142,No,54,Medium,No Fraud
TXN10038143,No,16,Low,No Fraud
TXN10038144,No,11,Low,No Fraud
TXN10038145,No,64,High,No Fraud
TXN10038146,No,17,Low,No Fraud
TXN10038147,No,48,Medium,No Fraud
TXN10038148,No,61,High,No Fraud
TXN10038149,No,76,High,No Fraud
TXN10038150,No,28,Low,No Fraud
TXN10038151,No,6,Low,No Fraud
TXN10038152,No,26,Low,No Fraud
TXN10038153,No,66,High,No Fraud
TXN10038154,No,67,High,No Fraud
TXN10038155,No,78,High,No Fraud
TXN10038156,Yes,72,High,Account Takeover
TXN10038157,No,32,Medium,No Fraud
TXN10038158,No,78,High,No Fraud
TXN10038159,No,54,Medium,No Fraud
TXN10038160,No,76,High,No Fraud
TXN10038161,No,39,Medium,No Fraud
TXN10038162,No,28,Low,No Fraud
TXN10038163,No,11,Low,No Fraud
TXN10038164,No,56,Medium,No Fraud
TXN10038165,No,4,Low,No Fraud
TXN10038166,No,70,High,No Fraud
TXN10038167,No,40,Medium,No Fraud
TXN10038168,No,73,High,No Fraud
TXN10038169,No,36,Medium,No Fraud
TXN10038170,No,16,Low,No Fraud
TXN10038171,No,65,High,No Fraud
TXN10038172,No,36,Medium,No Fraud
TXN10038173,No,70,High,No Fraud
TXN10038174,No,34,Medium,No Fraud
TXN10038175,No,40,Medium,No Fraud
TXN10038176,No,48,Medium,No Fraud
TXN10038177,No,78,High,No Fraud
TXN10038178,No,36,Medium,No Fraud
TXN10038179,No,36,Medium,No Fraud
TXN10038180,No,30,Low,No Fraud
TXN10038181,No,48,Medium,No Fraud
TXN10038182,No,47,Medium,No Fraud
TXN10038183,No,73,High,No Fraud
TXN10038184,No,12,Low,No Fraud
TXN10038185,No,4,Low,No Fraud
TXN10038186,No,9,Low,No Fraud
TXN10038187,No,9,Low,No Fraud
TXN10038188,No,5,Low,No Fraud
TXN10038189,No,80,High,No Fraud
TXN10038190,No,35,Medium,No Fraud
TXN10038191,No,41,Medium,No Fraud
