Transaction_ID,Customer_ID,Merchant_ID,Transaction_Date,Transaction_Amount,Payment_Method,Channel,Transaction_Status,Transaction_Fee,Currency
TXN10019063,CUST100307,MER102680,25-08-2024,193.45,UPI,POS,Success,0.39,INR
TXN10019064,CUST107688,MER102579,20-10-2023,425.78,Credit Card,Mobile App,Success,1.28,INR
TXN10019065,CUST106642,MER102228,26-06-2024,1003.37,Credit Card,Mobile App,Success,8.03,INR
TXN10019066,CUST107453,MER100610,18-06-2024,365.33,Wallet,Mobile App,Success,1.1,INR
TXN10019067,CUST112849,MER100516,28-07-2023,479.18,UPI,Web,Success,2.4,INR
TXN10019068,CUST110212,MER102907,30-08-2025,446.18,UPI,Mobile App,Success,1.34,INR
TXN10019069,CUST104083,MER100723,19-10-2025,694.16,UPI,Mobile App,Declined,2.08,INR
TXN10019070,CUST118617,MER101780,05-08-2024,447.48,UPI,POS,Success,1.34,INR
TXN10019071,CUST114862,MER100510,12-10-2023,680.8,Wallet,Mobile App,Success,1.36,INR
TXN10019072,CUST109365,MER101997,10-01-2023,1414.4,UPI,Mobile App,Success,11.32,INR
TXN10019073,CUST110515,MER100229,17-02-2024,2553.56,Debit Card,POS,Success,12.77,INR
TXN10019074,CUST102164,MER100852,08-11-2023,254.3,UPI,Mobile App,Success,0.76,INR
TXN10019075,CUST104743,MER102522,18-10-2024,766.39,Debit Card,Mobile App,Success,1.53,INR
TXN10019076,CUST107210,MER102245,09-04-2025,1119.73,Wallet,Web,Success,3.36,INR
TXN10019077,CUST116725,MER100660,16-10-2025,1064.67,UPI,Mobile App,Failed,5.32,INR
TXN10019078,CUST107288,MER101244,09-12-2025,628.5,UPI,POS,Success,3.14,INR
TXN10019079,CUST115338,MER102963,28-10-2024,918.19,Debit Card,POS,Success,1.84,INR
TXN10019080,CUST106803,MER101724,14-08-2023,1112.09,Debit Card,POS,Failed,2.22,INR
TXN10019081,CUST101815,MER100697,12-06-2025,482.15,Net Banking,Mobile App,Success,0.96,INR
TXN10019082,CUST106768,MER101943,20-07-2025,810.4,Debit Card,Mobile App,Success,2.43,INR
TXN10019083,CUST112503,MER100683,21-10-2025,2146.14,UPI,Mobile App,Success,10.73,INR
TXN10019084,CUST119878,MER100608,07-11-2024,659.48,Debit Card,Mobile App,Success,1.32,INR
TXN10019085,CUST105354,MER101540,05-08-2025,1042,UPI,Mobile App,Success,2.08,INR
TXN10019086,CUST104784,MER100745,05-05-2025,797.5,UPI,Mobile App,Failed,2.39,INR
TXN10019087,CUST100452,MER100772,20-10-2023,625.79,UPI,Mobile App,Success,3.13,INR
TXN10019088,CUST103183,MER101165,20-06-2025,943.42,UPI,Web,Success,1.89,INR
TXN10019089,CUST115203,MER100432,08-04-2025,624.96,Net Banking,Mobile App,Declined,3.12,INR
TXN10019090,CUST107227,MER102666,07-05-2023,648.15,Credit Card,Mobile App,Success,1.3,INR
TXN10019091,CUST113688,MER101010,26-11-2025,457.49,Net Banking,Web,Success,0.91,INR
TXN10019092,CUST117979,MER102703,30-03-2023,817.87,UPI,Mobile App,Success,6.54,INR
TXN10019093,CUST111354,MER100182,21-01-2023,243.11,Wallet,Web,Success,1.94,INR
TXN10019094,CUST106914,MER102394,09-11-2024,642.03,UPI,Web,Success,1.28,INR
TXN10019095,CUST112761,MER100912,18-07-2024,2242.85,Debit Card,POS,Success,4.49,INR
TXN10019096,CUST118506,MER100851,31-01-2024,3314.12,UPI,Mobile App,Failed,6.63,INR
TXN10019097,CUST116658,MER102451,18-03-2024,194.73,Net Banking,Mobile App,Declined,0.97,INR
TXN10019098,CUST111072,MER100745,30-12-2023,923.27,Credit Card,Mobile App,Success,2.77,INR
TXN10019099,CUST118631,MER102771,24-05-2023,625.74,Credit Card,Mobile App,Success,3.13,INR
TXN10019100,CUST115568,MER100406,17-06-2024,1127.29,Credit Card,Web,Success,3.38,INR
TXN10019101,CUST107908,MER101141,11-08-2024,1110.48,UPI,Mobile App,Success,3.33,INR
TXN10019102,CUST118336,MER101526,08-05-2023,542.97,UPI,Mobile App,Success,2.71,INR
TXN10019103,CUST105616,MER100477,02-05-2025,2966.72,Credit Card,Mobile App,Failed,5.93,INR
TXN10019104,CUST119285,MER100938,07-12-2025,1117.77,Debit Card,Mobile App,Success,2.24,INR
TXN10019105,CUST101917,MER102379,12-07-2025,1216.12,Credit Card,Mobile App,Success,9.73,INR
TXN10019106,CUST113842,MER100529,17-12-2023,203.18,Net Banking,Web,Success,0.61,INR
TXN10019107,CUST108847,MER102226,09-12-2025,796.67,UPI,POS,Success,2.39,INR
TXN10019108,CUST106204,MER101828,06-03-2024,85.69,Debit Card,Mobile App,Success,0.17,INR
TXN10019109,CUST117832,MER101221,13-08-2025,718.4,Debit Card,Mobile App,Success,3.59,INR
TXN10019110,CUST109678,MER101203,06-09-2024,521.11,UPI,Mobile App,Success,2.61,INR
TXN10019111,CUST102715,MER102966,09-12-2025,598.06,UPI,Web,Success,2.99,INR
TXN10019112,CUST118879,MER101528,04-02-2024,439.01,Credit Card,Mobile App,Success,2.2,INR
TXN10019113,CUST114219,MER100591,01-05-2025,702.83,Debit Card,Mobile App,Success,2.11,INR
TXN10019114,CUST111169,MER102460,09-07-2024,257.3,Debit Card,Mobile App,Success,1.29,INR
TXN10019115,CUST102664,MER102525,07-05-2024,657.93,UPI,Web,Success,1.97,INR
TXN10019116,CUST114464,MER101831,13-04-2024,561.17,UPI,Mobile App,Success,1.68,INR
TXN10019117,CUST110431,MER100040,16-03-2025,2236.58,UPI,Mobile App,Success,4.47,INR
TXN10019118,CUST114022,MER100259,14-12-2025,158.67,UPI,Mobile App,Success,0.79,INR
TXN10019119,CUST106289,MER101912,03-06-2023,369.85,UPI,Mobile App,Success,1.85,INR
TXN10019120,CUST113517,MER100457,31-03-2025,4356.69,Net Banking,Mobile App,Declined,21.78,INR
TXN10019121,CUST119027,MER100634,29-06-2025,2612.35,UPI,Web,Success,7.84,INR
TXN10019122,CUST115336,MER100090,31-03-2025,2605.52,Net Banking,Web,Success,13.03,INR
TXN10019123,CUST111469,MER101717,10-08-2024,2837.77,Credit Card,Web,Success,8.51,INR
TXN10019124,CUST109949,MER101737,30-09-2023,1478.24,Credit Card,Mobile App,Success,4.43,INR
TXN10019125,CUST112160,MER100845,16-03-2023,1709.75,UPI,POS,Success,8.55,INR
TXN10019126,CUST117005,MER101985,26-08-2025,419.76,Credit Card,POS,Success,0.84,INR
TXN10019127,CUST103762,MER100578,25-03-2024,489.14,UPI,Mobile App,Success,3.91,INR
TXN10019128,CUST108795,MER102720,09-07-2023,2536.48,Net Banking,Mobile App,Success,7.61,INR
TXN10019129,CUST103824,MER102844,01-12-2025,1468.08,UPI,Mobile App,Success,7.34,INR
TXN10019130,CUST113605,MER102448,14-06-2025,933.87,Wallet,POS,Success,1.87,INR
TXN10019131,CUST109181,MER100813,05-10-2024,364.16,Debit Card,Mobile App,Success,1.09,INR
TXN10019132,CUST108527,MER101334,06-06-2023,865.87,Debit Card,Mobile App,Success,1.73,INR
TXN10019133,CUST106118,MER101194,29-09-2023,759.34,UPI,Web,Declined,6.07,INR
TXN10019134,CUST100036,MER100368,24-09-2023,279.09,UPI,Web,Success,0.84,INR
TXN10019135,CUST114724,MER102719,23-06-2023,1042.62,UPI,Mobile App,Success,3.13,INR
TXN10019136,CUST113209,MER102233,08-01-2024,2641.57,UPI,Mobile App,Success,7.92,INR
TXN10019137,CUST114902,MER100940,10-01-2023,328.05,Wallet,Web,Declined,0.66,INR
TXN10019138,CUST118055,MER102744,16-10-2025,1256.13,UPI,POS,Success,3.77,INR
TXN10019139,CUST110069,MER100387,19-04-2025,315.61,UPI,Mobile App,Success,1.58,INR
TXN10019140,CUST114042,MER101211,22-09-2023,179.68,Credit Card,Mobile App,Success,0.9,INR
TXN10019141,CUST113687,MER100285,17-10-2025,5037.78,Wallet,Mobile App,Failed,25.19,INR
TXN10019142,CUST110835,MER101405,21-10-2025,175.49,Net Banking,Web,Success,0.35,INR
TXN10019143,CUST112947,MER101798,05-04-2025,1584.32,UPI,Mobile App,Failed,4.75,INR
TXN10019144,CUST108337,MER101776,11-02-2024,1437.51,Net Banking,Mobile App,Success,4.31,INR
TXN10019145,CUST115940,MER101612,17-06-2023,619.94,Net Banking,Mobile App,Success,1.86,INR
TXN10019146,CUST113525,MER100439,24-08-2024,1366.93,UPI,Mobile App,Success,2.73,INR
TXN10019147,CUST105012,MER101028,14-09-2024,326.13,Net Banking,Web,Success,0.98,INR
TXN10019148,CUST114203,MER100490,09-06-2023,641.22,Debit Card,Mobile App,Success,5.13,INR
TXN10019149,CUST106405,MER100367,12-08-2023,470.45,Credit Card,Mobile App,Success,3.76,INR
TXN10019150,CUST112222,MER100350,29-05-2024,4514.36,Wallet,Web,Declined,13.54,INR
TXN10019151,CUST118314,MER100482,31-10-2024,473.34,Debit Card,Web,Success,0.95,INR
TXN10019152,CUST100240,MER100860,11-01-2025,1021.94,Net Banking,Mobile App,Success,3.07,INR
TXN10019153,CUST107705,MER102733,04-10-2023,589.71,UPI,POS,Success,1.18,INR
TXN10019154,CUST117615,MER102527,17-12-2025,393.81,Net Banking,Mobile App,Success,0.79,INR
TXN10019155,CUST106577,MER100036,29-12-2024,508.13,UPI,Mobile App,Success,1.52,INR
TXN10019156,CUST114065,MER101670,22-10-2025,1589,Debit Card,Mobile App,Success,3.18,INR
TXN10019157,CUST109149,MER100742,17-10-2024,441.49,UPI,Web,Success,0.88,INR
TXN10019158,CUST118979,MER102332,21-12-2024,775.51,Net Banking,Mobile App,Success,2.33,INR
TXN10019159,CUST104320,MER102619,09-10-2023,715.4,UPI,Web,Failed,2.15,INR
TXN10019160,CUST102377,MER100323,02-01-2025,1180.18,UPI,Mobile App,Success,2.36,INR
TXN10019161,CUST116737,MER101565,04-12-2024,292.74,Debit Card,Mobile App,Success,0.88,INR
TXN10019162,CUST114932,MER101279,25-06-2025,142.35,Debit Card,Web,Success,0.28,INR
TXN10019163,CUST105413,MER100191,24-07-2024,1704.87,UPI,Web,Success,5.11,INR
TXN10019164,CUST109108,MER101071,15-08-2025,1980.86,Net Banking,POS,Success,3.96,INR
TXN10019165,CUST117597,MER101919,20-12-2024,754.27,Net Banking,POS,Success,3.77,INR
TXN10019166,CUST100766,MER102684,15-03-2023,1090.02,UPI,Mobile App,Success,2.18,INR
TXN10019167,CUST119018,MER100269,20-12-2025,663.92,UPI,Mobile App,Success,1.33,INR
TXN10019168,CUST100540,MER101029,28-10-2025,478.76,Net Banking,Web,Success,0.96,INR
TXN10019169,CUST105162,MER101038,02-10-2024,582.35,Credit Card,Mobile App,Success,2.91,INR
TXN10019170,CUST109753,MER101105,08-08-2023,974.68,Debit Card,POS,Success,2.92,INR
TXN10019171,CUST111832,MER100020,06-06-2023,379.43,Net Banking,Mobile App,Success,0.76,INR
TXN10019172,CUST101916,MER102793,04-10-2023,2186.42,Credit Card,POS,Success,6.56,INR
TXN10019173,CUST106900,MER102904,08-12-2025,1907.65,Debit Card,Mobile App,Declined,3.82,INR
TXN10019174,CUST108896,MER100245,20-12-2025,1216.34,UPI,Mobile App,Success,3.65,INR
TXN10019175,CUST114860,MER100554,04-11-2024,997.89,Wallet,Web,Success,7.98,INR
TXN10019176,CUST100119,MER102122,20-03-2023,896.43,UPI,Mobile App,Success,1.79,INR
TXN10019177,CUST101545,MER102555,17-07-2023,1148.35,UPI,POS,Success,2.3,INR
TXN10019178,CUST112615,MER101710,01-06-2025,1219.48,Credit Card,Mobile App,Success,2.44,INR
TXN10019179,CUST102029,MER101791,13-01-2025,1711.05,Net Banking,Web,Success,3.42,INR
TXN10019180,CUST112800,MER100446,28-12-2025,2663.81,Debit Card,Web,Success,13.32,INR
TXN10019181,CUST103111,MER102245,05-04-2024,141.62,UPI,Web,Success,0.28,INR
TXN10019182,CUST115304,MER100409,16-03-2024,982.18,Debit Card,Mobile App,Success,1.96,INR
TXN10019183,CUST116214,MER100072,15-08-2025,639.78,Net Banking,POS,Success,3.2,INR
TXN10019184,CUST116174,MER101002,06-03-2025,573.37,Net Banking,Mobile App,Success,1.72,INR
TXN10019185,CUST108466,MER101031,12-03-2025,759.47,UPI,Web,Success,1.52,INR
TXN10019186,CUST108331,MER102382,06-04-2025,269.64,Net Banking,Web,Success,1.35,INR
TXN10019187,CUST115923,MER101119,13-01-2025,3157.62,Debit Card,Mobile App,Success,6.32,INR
TXN10019188,CUST118818,MER101168,17-05-2025,3274.06,Debit Card,Web,Success,16.37,INR
TXN10019189,CUST101702,MER102224,17-06-2025,1630.68,Credit Card,Mobile App,Declined,8.15,INR
TXN10019190,CUST114819,MER101394,31-05-2025,260.42,UPI,POS,Success,2.08,INR
TXN10019191,CUST104463,MER102069,02-04-2025,1422,Wallet,POS,Success,7.11,INR
TXN10019192,CUST106851,MER100691,06-11-2025,669.5,Wallet,Mobile App,Success,1.34,INR
TXN10019193,CUST103762,MER102667,28-12-2025,4518.98,UPI,POS,Success,13.56,INR
TXN10019194,CUST111046,MER102748,25-12-2024,4139.97,Debit Card,Web,Failed,12.42,INR
TXN10019195,CUST119323,MER100108,15-01-2024,8388.15,UPI,Web,Success,41.94,INR
TXN10019196,CUST107096,MER100125,26-06-2025,1618.38,UPI,Mobile App,Success,8.09,INR
TXN10019197,CUST114146,MER102324,04-09-2025,1928.9,UPI,Mobile App,Failed,9.64,INR
TXN10019198,CUST119519,MER101418,01-09-2025,590.8,Debit Card,Web,Failed,1.18,INR
TXN10019199,CUST113155,MER101313,13-07-2025,694.62,UPI,Mobile App,Success,2.08,INR
TXN10019200,CUST102200,MER101292,23-06-2023,1088.55,UPI,Mobile App,Success,2.18,INR
TXN10019201,CUST118845,MER102796,28-01-2024,408.6,UPI,Mobile App,Success,0.82,INR
TXN10019202,CUST107073,MER102126,29-05-2023,1072.54,UPI,POS,Success,8.58,INR
TXN10019203,CUST115549,MER101966,14-01-2024,1675.97,UPI,Mobile App,Success,3.35,INR
TXN10019204,CUST112836,MER100884,09-01-2025,1008.09,UPI,Mobile App,Success,3.02,INR
TXN10019205,CUST108163,MER102674,19-06-2023,242.07,Net Banking,Web,Success,0.48,INR
TXN10019206,CUST117690,MER101684,25-02-2025,634.55,Credit Card,Mobile App,Success,1.9,INR
TXN10019207,CUST112572,MER100498,07-05-2024,1362.39,UPI,Mobile App,Success,2.72,INR
TXN10019208,CUST117913,MER102937,16-03-2025,924.98,UPI,POS,Success,2.77,INR
TXN10019209,CUST119955,MER100959,01-12-2023,866.47,Credit Card,Mobile App,Success,1.73,INR
TXN10019210,CUST104062,MER100152,28-03-2025,736.91,Debit Card,Web,Success,5.9,INR
TXN10019211,CUST119685,MER100591,30-12-2023,1813.31,Debit Card,POS,Success,3.63,INR
TXN10019212,CUST101700,MER100616,19-03-2025,1003.24,UPI,POS,Success,8.03,INR
TXN10019213,CUST103417,MER101687,10-04-2025,1131.07,Net Banking,Mobile App,Failed,5.66,INR
TXN10019214,CUST107995,MER100791,05-10-2023,1349.91,UPI,Mobile App,Success,4.05,INR
TXN10019215,CUST103269,MER101657,29-05-2025,2309.21,Net Banking,Mobile App,Success,4.62,INR
TXN10019216,CUST116646,MER102306,01-12-2024,346.46,Debit Card,POS,Success,0.69,INR
TXN10019217,CUST113548,MER101809,08-08-2025,1011.98,Credit Card,Mobile App,Success,3.04,INR
TXN10019218,CUST100707,MER100887,10-06-2025,808.91,Net Banking,Mobile App,Success,1.62,INR
TXN10019219,CUST117759,MER101292,05-12-2024,617.21,UPI,Web,Success,4.94,INR
TXN10019220,CUST118062,MER102069,07-02-2024,61.68,Credit Card,Mobile App,Failed,0.12,INR
TXN10019221,CUST118874,MER100150,25-03-2025,194.77,Net Banking,Mobile App,Success,0.97,INR
TXN10019222,CUST106958,MER101871,22-11-2025,280.31,Debit Card,Mobile App,Success,0.56,INR
TXN10019223,CUST103214,MER102605,06-07-2024,1009.82,UPI,POS,Success,3.03,INR
TXN10019224,CUST104779,MER100160,14-09-2024,140.24,UPI,Web,Success,0.28,INR
TXN10019225,CUST101611,MER102670,29-01-2024,1600.16,UPI,POS,Success,4.8,INR
TXN10019226,CUST116887,MER100949,12-04-2023,354.86,UPI,Mobile App,Success,1.77,INR
TXN10019227,CUST105981,MER102250,18-04-2025,1698.23,Wallet,Mobile App,Success,5.09,INR
TXN10019228,CUST103487,MER100197,04-03-2024,1489.22,UPI,Mobile App,Success,2.98,INR
TXN10019229,CUST113785,MER100349,25-04-2025,2064.09,UPI,Web,Success,10.32,INR
TXN10019230,CUST113063,MER100425,05-11-2025,800.62,UPI,POS,Success,1.6,INR
TXN10019231,CUST112839,MER101014,07-05-2025,1767.94,UPI,Web,Success,8.84,INR
TXN10019232,CUST105994,MER101815,31-01-2024,988.29,UPI,Mobile App,Success,2.96,INR
TXN10019233,CUST118634,MER102197,18-10-2025,635.95,UPI,Mobile App,Success,1.91,INR
TXN10019234,CUST105438,MER100682,25-11-2024,1011.61,Net Banking,Mobile App,Success,2.02,INR
TXN10019235,CUST117724,MER100737,18-07-2023,1465.18,Net Banking,Web,Success,2.93,INR
TXN10019236,CUST113750,MER100264,07-11-2024,739.89,Debit Card,Mobile App,Success,1.48,INR
TXN10019237,CUST107890,MER100620,18-10-2023,1649.52,Credit Card,Mobile App,Success,8.25,INR
TXN10019238,CUST100196,MER101978,16-07-2025,1753.99,Wallet,Web,Success,5.26,INR
TXN10019239,CUST108130,MER101805,20-03-2024,680.13,UPI,Web,Success,5.44,INR
TXN10019240,CUST112112,MER101705,05-12-2023,422.56,Net Banking,Mobile App,Success,2.11,INR
TXN10019241,CUST111849,MER102276,02-04-2023,412.37,UPI,Web,Success,2.06,INR
TXN10019242,CUST108676,MER102700,24-06-2024,935.45,UPI,Mobile App,Success,4.68,INR
TXN10019243,CUST107753,MER101687,27-12-2025,1364.63,Credit Card,Mobile App,Success,2.73,INR
TXN10019244,CUST105696,MER100687,25-07-2025,2001.25,UPI,Mobile App,Success,6,INR
TXN10019245,CUST118624,MER100378,13-12-2025,683.75,Debit Card,Mobile App,Success,3.42,INR
TXN10019246,CUST114092,MER101869,09-02-2024,1531.94,UPI,Mobile App,Success,4.6,INR
TXN10019247,CUST103771,MER101187,18-04-2024,2186.61,UPI,Mobile App,Success,6.56,INR
TXN10019248,CUST102878,MER101763,25-02-2025,1168.64,Credit Card,Mobile App,Failed,2.34,INR
TXN10019249,CUST105122,MER101339,11-12-2024,1405.07,Credit Card,Mobile App,Success,4.22,INR
TXN10019250,CUST100065,MER102088,11-07-2025,1383.73,Debit Card,Mobile App,Success,6.92,INR
TXN10019251,CUST116155,MER100949,04-07-2023,2532.96,Debit Card,Web,Success,12.66,INR
TXN10019252,CUST119465,MER101375,01-03-2024,1756.84,UPI,POS,Success,14.05,INR
TXN10019253,CUST103390,MER100730,30-12-2024,845.78,Debit Card,Web,Success,2.54,INR
TXN10019254,CUST119124,MER102662,11-12-2024,1114.1,Net Banking,Mobile App,Success,2.23,INR
TXN10019255,CUST118683,MER102493,30-11-2025,1060.47,UPI,POS,Success,2.12,INR
TXN10019256,CUST103098,MER101783,10-04-2025,1240.71,Wallet,POS,Success,2.48,INR
TXN10019257,CUST105372,MER100857,08-01-2023,425.35,Debit Card,Mobile App,Success,0.85,INR
TXN10019258,CUST112597,MER102553,15-05-2023,1003.58,Debit Card,Mobile App,Success,2.01,INR
TXN10019259,CUST116914,MER100973,05-11-2023,739.62,UPI,Web,Success,1.48,INR
TXN10019260,CUST112590,MER101103,05-07-2025,2229.2,UPI,Mobile App,Success,6.69,INR
TXN10019261,CUST107451,MER102078,28-07-2024,692.11,UPI,Mobile App,Success,5.54,INR
TXN10019262,CUST107199,MER102165,31-05-2023,1000.82,UPI,Mobile App,Success,3,INR
TXN10019263,CUST109724,MER102952,05-03-2024,233.67,UPI,Mobile App,Success,0.47,INR
TXN10019264,CUST118567,MER101241,15-08-2025,2550.91,UPI,Mobile App,Success,7.65,INR
TXN10019265,CUST118681,MER101400,10-07-2025,334.96,Debit Card,Mobile App,Success,1,INR
TXN10019266,CUST111151,MER101112,28-11-2024,1306.64,UPI,Mobile App,Success,2.61,INR
TXN10019267,CUST109625,MER101369,19-03-2023,2407.91,Wallet,Mobile App,Success,7.22,INR
TXN10019268,CUST100410,MER100023,10-04-2024,736.03,Wallet,Mobile App,Success,3.68,INR
TXN10019269,CUST115538,MER102911,25-11-2023,4594.37,Net Banking,Mobile App,Success,9.19,INR
TXN10019270,CUST113477,MER102797,10-02-2024,337.83,Credit Card,Web,Declined,1.69,INR
TXN10019271,CUST116421,MER101338,27-08-2025,3121.91,UPI,Mobile App,Success,24.98,INR
TXN10019272,CUST111589,MER101866,13-08-2025,766.23,Debit Card,Mobile App,Success,2.3,INR
TXN10019273,CUST114929,MER101906,04-07-2023,1337.03,Credit Card,Web,Failed,4.01,INR
TXN10019274,CUST112819,MER102393,16-06-2024,1132.22,Credit Card,Mobile App,Success,2.26,INR
TXN10019275,CUST100379,MER100638,04-07-2024,1050.41,UPI,Web,Success,2.1,INR
TXN10019276,CUST115194,MER101976,30-07-2025,1914.72,UPI,POS,Success,9.57,INR
TXN10019277,CUST114854,MER102125,07-01-2025,394.21,UPI,Mobile App,Success,0.79,INR
TXN10019278,CUST110639,MER100522,17-03-2023,999.21,UPI,Mobile App,Declined,7.99,INR
TXN10019279,CUST105102,MER101907,20-03-2024,5276.47,UPI,Mobile App,Success,26.38,INR
TXN10019280,CUST110536,MER101543,28-12-2024,1789.43,UPI,Mobile App,Declined,8.95,INR
TXN10019281,CUST112503,MER101283,10-03-2024,912.36,UPI,Mobile App,Failed,4.56,INR
TXN10019282,CUST104421,MER100775,02-04-2023,424.53,Debit Card,Mobile App,Success,1.27,INR
TXN10019283,CUST113377,MER100586,02-11-2023,458.01,Credit Card,Web,Success,1.37,INR
TXN10019284,CUST107497,MER101242,26-07-2025,1148.84,Credit Card,Web,Declined,2.3,INR
TXN10019285,CUST103050,MER102053,28-06-2025,1200.05,Net Banking,Mobile App,Success,6,INR
TXN10019286,CUST112659,MER100088,15-05-2025,2143.3,Debit Card,POS,Success,6.43,INR
TXN10019287,CUST102598,MER102328,01-02-2023,2556.77,Credit Card,POS,Success,7.67,INR
TXN10019288,CUST100005,MER100324,10-03-2023,407.35,Credit Card,Mobile App,Success,1.22,INR
TXN10019289,CUST116694,MER100306,14-01-2025,6034.82,UPI,Mobile App,Success,12.07,INR
TXN10019290,CUST108738,MER102788,19-02-2023,345.72,UPI,Mobile App,Success,0.69,INR
TXN10019291,CUST115439,MER102959,20-08-2024,287.87,UPI,Mobile App,Success,0.58,INR
TXN10019292,CUST115604,MER100005,26-01-2024,3280.19,Net Banking,Web,Success,6.56,INR
TXN10019293,CUST104109,MER101453,09-05-2023,930.44,UPI,Mobile App,Success,4.65,INR
TXN10019294,CUST116876,MER101920,03-03-2024,735.45,Debit Card,Mobile App,Declined,2.21,INR
TXN10019295,CUST113098,MER102218,28-10-2025,967.81,Debit Card,Web,Success,1.94,INR
TXN10019296,CUST102706,MER100297,04-03-2024,364.71,Debit Card,Mobile App,Success,0.73,INR
TXN10019297,CUST102585,MER100268,23-08-2024,1739.09,Net Banking,Mobile App,Success,5.22,INR
TXN10019298,CUST108232,MER100493,20-07-2023,722.02,Credit Card,Mobile App,Success,2.17,INR
TXN10019299,CUST112506,MER101446,09-05-2024,693.71,Net Banking,Mobile App,Success,2.08,INR
TXN10019300,CUST116775,MER100943,15-05-2025,537.02,Debit Card,Mobile App,Failed,4.3,INR
TXN10019301,CUST111272,MER102709,29-07-2025,609.7,UPI,Mobile App,Success,1.22,INR
TXN10019302,CUST108594,MER100032,13-11-2025,663.68,UPI,Mobile App,Success,1.33,INR
TXN10019303,CUST100299,MER102521,25-06-2025,782.93,Credit Card,POS,Failed,3.91,INR
TXN10019304,CUST106753,MER102352,20-09-2024,2240.89,Net Banking,POS,Success,6.72,INR
TXN10019305,CUST105256,MER100237,24-07-2024,133.77,Credit Card,Mobile App,Success,0.27,INR
TXN10019306,CUST116599,MER100660,10-07-2025,750.47,UPI,Mobile App,Success,1.5,INR
TXN10019307,CUST110274,MER100825,13-04-2025,2122.55,Wallet,Mobile App,Success,4.25,INR
TXN10019308,CUST110154,MER102002,09-10-2025,313.63,Debit Card,Mobile App,Success,0.63,INR
TXN10019309,CUST104722,MER100438,03-06-2023,1656.66,UPI,Mobile App,Success,8.28,INR
TXN10019310,CUST104835,MER101477,22-12-2024,850.46,UPI,Mobile App,Success,1.7,INR
TXN10019311,CUST107668,MER102856,23-11-2023,686.64,Credit Card,Web,Success,1.37,INR
TXN10019312,CUST103041,MER100224,06-02-2024,1083.73,Debit Card,Mobile App,Success,5.42,INR
TXN10019313,CUST112811,MER100937,25-11-2023,1279.13,Credit Card,Web,Success,2.56,INR
TXN10019314,CUST117235,MER102834,21-11-2024,298.46,UPI,Mobile App,Success,1.49,INR
TXN10019315,CUST115200,MER102333,08-11-2024,494.05,Credit Card,Mobile App,Success,2.47,INR
TXN10019316,CUST108486,MER101768,23-10-2024,3075.39,UPI,Mobile App,Success,6.15,INR
TXN10019317,CUST118412,MER102303,10-12-2023,196.58,Wallet,Mobile App,Success,0.59,INR
TXN10019318,CUST103376,MER102765,11-06-2025,726.9,UPI,Mobile App,Success,2.18,INR
TXN10019319,CUST112134,MER101847,02-01-2023,1324.95,UPI,Web,Success,3.97,INR
TXN10019320,CUST111722,MER101835,23-05-2024,260.61,Net Banking,Mobile App,Success,0.78,INR
TXN10019321,CUST101734,MER102034,08-10-2025,598.35,Credit Card,Web,Success,1.2,INR
TXN10019322,CUST115616,MER100106,30-06-2023,763.08,UPI,Mobile App,Success,3.82,INR
TXN10019323,CUST117114,MER102377,11-05-2023,1482.9,UPI,Mobile App,Declined,2.97,INR
TXN10019324,CUST108092,MER101583,23-04-2024,811.29,Wallet,POS,Success,1.62,INR
TXN10019325,CUST118932,MER101759,30-05-2023,754.2,UPI,Web,Success,2.26,INR
TXN10019326,CUST105165,MER101380,26-11-2023,365.42,Credit Card,Mobile App,Success,1.1,INR
TXN10019327,CUST112427,MER102984,14-01-2023,908.42,UPI,Mobile App,Success,2.73,INR
TXN10019328,CUST105754,MER100979,08-08-2023,441.02,Credit Card,Web,Success,1.32,INR
TXN10019329,CUST107722,MER101592,17-03-2024,310.15,UPI,Web,Success,0.93,INR
TXN10019330,CUST106607,MER100891,11-03-2025,1604.3,Net Banking,Mobile App,Success,3.21,INR
TXN10019331,CUST117513,MER100147,04-08-2025,1043.9,UPI,Web,Success,2.09,INR
TXN10019332,CUST108871,MER101047,16-04-2023,472.04,UPI,Mobile App,Success,0.94,INR
TXN10019333,CUST100600,MER102688,11-08-2025,812.22,Net Banking,POS,Success,2.44,INR
TXN10019334,CUST119110,MER100960,29-01-2024,808.99,UPI,Web,Success,1.62,INR
TXN10019335,CUST115647,MER100407,03-01-2025,636.72,UPI,Mobile App,Success,5.09,INR
TXN10019336,CUST105415,MER101776,31-05-2024,3493.18,Wallet,Mobile App,Success,10.48,INR
TXN10019337,CUST100648,MER101214,03-03-2024,1000.08,Debit Card,Mobile App,Failed,2,INR
TXN10019338,CUST113647,MER100841,12-02-2023,546.43,Net Banking,Mobile App,Success,1.64,INR
TXN10019339,CUST111358,MER102519,01-03-2024,275.39,UPI,Web,Failed,0.55,INR
TXN10019340,CUST108860,MER100842,30-08-2024,1066.14,Wallet,POS,Success,3.2,INR
TXN10019341,CUST102740,MER101564,29-01-2025,1528.07,UPI,Web,Success,12.22,INR
TXN10019342,CUST119281,MER101973,18-06-2024,957.47,UPI,POS,Success,2.87,INR
TXN10019343,CUST114824,MER100364,14-05-2023,684.65,Debit Card,POS,Success,5.48,INR
TXN10019344,CUST115001,MER100345,15-09-2024,482.36,UPI,Mobile App,Success,1.45,INR
